"","County","AEA","District","District.Name","Graduation.Year","Diploma.Count","Private.4.Year.College","Public.4.Year.College","Private.2.Year.College","Community.College","Other.Training","Employment","Homemaker","Military","Unknown"
"1539","52",10,"3816","Lone Tree Comm School District","2016",27,1,9,10,0,0,6,0,0,1
"1540","58",9,"3841","Louisa-Muscatine Comm School District","2016",51,9,6,26,0,2,7,0,1,0
"1542","50",11,"3906","Lynnville-Sully Comm School District","2016",33,7,9,12,1,2,2,0,0,0
"1543","8",11,"3942","Madrid Comm School District","2016",56,5,14,17,0,4,7,0,9,0
"1544","65",13,"3978","East Mills Comm School District","2016",37,2,5,16,0,1,8,0,0,5
"1545","13",5,"4023","Manson Northwest Webster Comm School District","2016",47,2,11,28,0,0,3,0,1,2
"1546","67",12,"4033","Maple Valley-Anthon Oto Comm School District","2016",43,6,9,21,0,1,5,0,1,0
"1547","49",9,"4041","Maquoketa Comm School District","2016",133,14,24,50,0,10,23,0,8,4
"1548","28",1,"4043","Maquoketa Valley Comm School District","2016",52,3,11,26,1,0,10,0,1,0
"1549","18",12,"4068","Marcus-Meriden-Cleghorn Comm School District","2016",35,4,4,21,0,1,4,0,1,0
"1550","57",10,"4086","Marion Independent School District","2016",142,18,37,59,0,7,12,0,6,3
"1551","64",7,"4104","Marshalltown Comm School District","2016",311,15,71,120,2,5,28,1,6,63
"1552","91",11,"4122","Martensdale-St Marys Comm School District","2016",41,7,8,14,0,0,10,0,2,0
"1553","17",7,"4131","Mason City Comm School District","2016",233,21,46,112,1,6,28,0,7,12
"1554","84",12,"4149","MOC-Floyd Valley Comm School District","2016",111,28,24,28,0,1,26,0,2,2
"1555","29",15,"4203","Mediapolis Comm School District","2016",61,2,18,27,0,0,8,0,6,0
"1556","63",11,"4212","Melcher-Dallas Comm School District","2016",19,0,6,5,0,3,5,0,0,0
"1557","53",10,"4269","Midland Comm School District","2016",30,3,2,13,1,1,5,0,1,4
"1558","92",10,"4271","Mid-Prairie Comm School District","2016",93,6,27,33,0,0,23,0,1,3
"1559","43",13,"4356","Missouri Valley Comm School District","2016",57,3,18,20,0,2,11,0,0,3
"1560","22",1,"4419","MFL MarMac Comm School District","2016",53,11,8,16,0,5,11,1,1,0
"1561","79",7,"4437","Montezuma Comm School District","2016",50,8,9,23,0,2,3,0,2,3
"1562","53",10,"4446","Monticello Comm School District","2016",64,5,21,16,2,1,5,0,5,9
"1563","4",15,"4491","Moravia Comm School District","2016",27,2,4,18,0,0,3,0,0,0
"1564","93",13,"4505","Mormon Trail Comm School District","2016",13,1,1,6,0,0,5,0,0,0
"1566","4",15,"4518","Moulton-Udell Comm School District","2016",21,1,6,10,1,1,2,0,0,0
"1567","80",13,"4527","Mount Ayr Comm School District","2016",37,3,9,13,0,2,9,0,1,0
"1568","44",15,"4536","Mount Pleasant Comm School District","2016",150,15,45,55,1,5,14,1,6,8
"1569","57",10,"4554","Mount Vernon Comm School District","2016",103,29,37,26,0,1,4,0,5,1
"1570","20",13,"4572","Murray Comm School District","2016",26,4,5,14,0,2,0,0,1,0
"1571","70",9,"4581","Muscatine Comm School District","2016",328,27,87,128,4,7,18,0,13,44
"1572","9",7,"4599","Nashua-Plainfield Comm School District","2016",35,0,4,18,0,0,9,0,3,1
"1573","85",11,"4617","Nevada Comm School District","2016",106,4,31,41,1,3,9,0,2,15
"1574","11",5,"4644","Newell-Fonda Comm School District","2016",26,6,5,12,0,1,0,0,0,2
"1575","19",1,"4662","New Hampton Comm School District","2016",74,9,21,32,0,1,7,0,3,1
"1576","44",15,"4689","New London Comm School District","2016",35,2,3,18,0,2,3,0,0,7
"1577","50",11,"4725","Newton Comm School District","2016",173,12,41,65,0,7,36,1,10,1
"1578","98",7,"4772","Central Springs Comm School District","2016",60,1,9,45,0,0,4,0,1,0
"1579","23",9,"4773","Northeast Comm School District","2016",78,3,35,25,0,1,2,0,0,12
"1580","33",1,"4774","North Fayette Comm School District","2016",80,15,27,21,0,2,10,0,2,3
"1582","62",15,"4776","North Mahaska Comm School District","2016",68,66,0,2,0,0,0,0,0,0
"1583","57",10,"4777","North Linn Comm School District","2016",46,4,14,18,0,1,9,0,0,0
"1585","77",11,"4779","North Polk Comm School District","2016",88,14,31,28,0,2,9,0,4,0
"1586","82",9,"4784","North Scott Comm School District","2016",213,30,67,74,0,8,10,0,10,14
"1587","86",7,"4785","North Tama County Comm School District","2016",35,3,7,13,0,2,6,0,2,2
"1589","98",7,"4788","Northwood-Kensett Comm School District","2016",41,2,13,21,0,3,1,0,0,1
"1590","91",11,"4797","Norwalk Comm School District","2016",186,41,69,47,0,3,14,0,10,2
"1592","33",1,"4869","Oelwein Comm School District","2016",99,2,15,42,4,1,5,0,2,28
"1593","8",11,"4878","Ogden Comm School District","2016",54,7,19,16,0,3,8,0,0,1
"1594","30",5,"4890","Okoboji Comm School District","2016",58,3,18,17,0,4,11,0,3,2
"1596","1",13,"4978","Orient-Macksburg Comm School District","2016",15,0,0,8,1,0,6,0,0,0
"1597","66",7,"4995","Osage Comm School District","2016",77,10,23,27,0,1,15,0,1,0
"1598","62",15,"5013","Oskaloosa Comm School District","2016",160,36,30,57,1,7,22,0,6,1
"1599","90",15,"5049","Ottumwa Comm School District","2016",277,29,29,117,0,5,28,0,8,61
"1600","39",11,"5121","Panorama Comm School District","2016",52,4,13,21,0,4,7,0,0,3
"1601","37",5,"5139","Paton-Churdan Comm School District","2016",8,0,2,4,0,0,2,0,0,0
"1602","50",11,"5160","PCM Comm School District","2016",74,16,11,28,1,1,2,0,2,13
"1603","54",15,"5163","Pekin Comm School District","2016",47,4,9,28,0,0,5,0,1,0
"1604","63",11,"5166","Pella Comm School District","2016",188,33,74,51,0,3,15,0,4,8
"1605","25",11,"5184","Perry Comm School District","2016",139,7,32,69,0,1,13,0,2,15
"1606","82",9,"5250","Pleasant Valley Comm School District","2016",300,49,131,85,1,7,17,0,8,2
"1607","63",11,"5256","Pleasantville Comm School District","2016",46,7,11,18,5,1,3,0,1,0
"1608","76",5,"5283","Pocahontas Area Comm School District","2016",56,2,17,26,6,0,3,1,0,1
"1609","3",1,"5310","Postville Comm School District","2016",48,2,8,26,0,0,8,2,2,0
"1611","69",13,"5463","Red Oak Comm School District","2016",88,3,22,28,0,2,24,0,3,6
"1613","45",1,"5508","Riceville Comm School District","2016",23,1,8,8,0,3,3,0,0,0
"1614","78",13,"5510","Riverside Comm School District","2016",39,5,8,21,0,2,2,0,1,0
"1615","84",12,"5607","Rock Valley Comm School District","2016",45,10,11,12,0,4,6,0,1,1
"1616","85",11,"5643","Roland-Story Comm School District","2016",69,10,27,20,0,4,7,0,1,0
"1617","34",7,"5697","Rudd-Rockford-Marble Rk Comm School District","2016",42,8,6,21,0,3,2,0,2,0
"1618","74",5,"5724","Ruthven-Ayrshire Comm School District","2016",14,0,2,8,0,1,3,0,0,0
"1619","66",7,"5751","St Ansgar Comm School District","2016",47,0,9,30,2,0,4,0,0,2
"1620","77",11,"5805","Saydel Comm School District","2016",86,11,11,27,1,3,15,0,6,8
"1623","97",12,"5877","Sergeant Bluff-Luton Comm School District","2016",121,22,46,39,0,0,3,0,10,1
"1624","93",15,"5895","Seymour Comm School District","2016",21,0,2,13,0,2,2,0,0,2
"1625","17",7,"5922","West Fork CSD","2016",49,7,3,28,0,0,4,0,2,5
"1626","71",12,"5949","Sheldon Comm School District","2016",71,13,16,31,0,0,8,0,0,3
"1627","73",13,"5976","Shenandoah Comm School District","2016",79,12,18,16,0,3,25,1,4,0
"1628","72",12,"5994","Sibley-Ocheyedan Comm School District","2016",53,8,15,13,0,0,9,0,0,8
"1629","36",13,"6003","Sidney Comm School District","2016",55,4,9,19,0,5,13,0,0,5
"1630","54",15,"6012","Sigourney Comm School District","2016",38,2,11,11,0,3,5,0,3,3
"1631","84",12,"6030","Sioux Center Comm School District","2016",68,14,22,20,0,0,12,0,0,0
"1632","11",5,"6035","Sioux Central Comm School District","2016",44,6,7,18,0,2,4,0,1,6
"1633","97",12,"6039","Sioux City Comm School District","2016",832,79,225,302,11,9,68,1,28,109
"1634","13",5,"6091","South Central Calhoun Comm School District","2016",64,7,20,27,1,1,6,0,2,0
"1635","52",10,"6093","Solon Comm School District","2016",94,19,39,15,3,0,2,0,2,14
"1636","91",11,"6094","Southeast Warren Comm School District","2016",39,7,3,18,0,4,4,0,2,1
"1637","40",5,"6095","South Hamilton Comm School District","2016",54,3,15,29,0,1,3,0,2,1
"1639","73",13,"6097","South Page Comm School District","2016",5,1,1,2,0,0,0,0,1,0
"1640","86",7,"6098","South Tama County","2016",100,7,14,41,1,1,24,0,4,8
"1641","71",12,"6099","South O'Brien Comm School District","2016",44,2,19,18,0,1,3,0,1,0
"1642","96",1,"6100","South Winneshiek Comm School District","2016",52,6,12,31,0,1,0,0,2,0
"1643","77",11,"6101","Southeast Polk Comm School District","2016",463,54,127,164,2,16,48,0,6,46
"1644","21",5,"6102","Spencer Comm School District","2016",122,11,43,33,0,0,11,0,4,20
"1645","30",5,"6120","Spirit Lake Comm School District","2016",122,15,52,23,0,1,21,0,6,4
"1646","57",10,"6138","Springville Comm School District","2016",30,7,10,9,1,1,0,0,2,0
"1647","69",13,"6165","Stanton Comm School District","2016",23,2,8,7,0,0,5,0,1,0
"1648","33",1,"6175","Starmont Comm School District","2016",47,4,11,19,3,1,7,0,2,0
"1649","11",5,"6219","Storm Lake Comm School District","2016",131,12,22,55,0,5,34,3,0,0
"1651","39",11,"6264","West Central Valley Comm School District","2016",60,7,8,26,1,2,12,0,3,1
"1652","9",7,"6273","Sumner-Fredericksburg Comm School District","2016",62,11,13,30,0,0,5,0,3,0
"1653","16",10,"6408","Tipton Comm School District","2016",64,10,19,11,0,1,18,0,1,4
"1654","78",13,"6453","Treynor Comm School District","2016",63,4,35,19,0,0,2,0,2,1
"1655","78",13,"6460","Tri-Center Comm School District","2016",55,8,18,17,0,1,10,0,1,0
"1656","54",15,"6462","Tri-County Comm School District","2016",24,7,7,8,0,0,2,0,0,0
"1657","9",7,"6471","Tripoli Comm School District","2016",26,3,6,9,1,0,5,0,2,0
"1658","96",1,"6509","Turkey Valley Comm School District","2016",35,4,5,19,0,0,7,0,0,0
"1659","63",11,"6512","Twin Cedars Comm School District","2016",29,2,5,12,0,1,4,0,0,5
"1661","78",13,"6534","Underwood Comm School District","2016",61,11,20,25,1,1,2,0,1,0
"1662","7",7,"6536","Union Comm School District","2016",101,7,24,49,0,0,15,0,3,3
"1664","77",11,"6579","Urbandale Comm School District","2016",316,35,114,111,0,4,33,0,6,13
"1666","89",15,"6592","Van Buren Comm School District","2016",42,1,2,29,0,0,6,0,0,4
"1667","25",11,"6615","Van Meter Comm School District","2016",46,12,12,10,0,0,11,0,1,0
"1669","6",10,"6660","Vinton-Shellsburg Comm School District","2016",97,12,23,32,0,2,12,0,7,9
"1670","44",15,"6700","Waco Comm School District","2016",29,2,7,12,0,2,4,0,1,1
"1671","81",5,"6741","East Sac County Comm School District","2016",67,3,21,24,0,3,14,1,1,0
"1672","58",15,"6759","Wapello Comm School District","2016",55,12,6,24,0,2,4,2,5,0
"1673","9",7,"6762","Wapsie Valley Comm School District","2016",46,5,16,21,0,0,4,0,0,0
"1674","92",10,"6768","Washington Comm School District","2016",122,11,32,45,0,3,15,0,3,12
"1675","7",7,"6795","Waterloo Comm School District","2016",653,22,195,262,10,32,44,1,11,76
"1676","25",11,"6822","Waukee Comm School District","2016",536,65,258,129,6,5,55,0,8,10
"1677","9",7,"6840","Waverly-Shell Rock Comm School District","2016",155,52,40,44,1,4,9,0,4,1
"1678","93",15,"6854","Wayne Comm School District","2016",34,4,6,12,0,3,7,0,1,1
"1679","40",5,"6867","Webster City Comm School District","2016",138,8,19,67,1,0,33,1,8,1
"1680","74",5,"6921","West Bend-Mallard Comm School District","2016",26,1,3,14,0,0,8,0,0,0
"1681","16",10,"6930","West Branch Comm School District","2016",50,8,19,16,1,2,4,0,0,0
"1682","29",15,"6937","West Burlington Ind School District","2016",63,8,8,36,0,2,7,0,2,0
"1683","33",1,"6943","West Central Comm School District","2016",20,0,4,11,0,0,3,0,0,2
"1684","28",1,"6950","West Delaware County Comm School District","2016",109,16,23,42,0,2,15,0,2,9
"1685","77",11,"6957","West Des Moines Comm School District","2016",650,106,276,166,1,16,33,0,14,38
"1686","31",1,"6961","Western Dubuque Comm School District","2016",312,45,92,92,1,1,23,0,4,54
"1687","43",13,"6969","West Harrison Comm School District","2016",25,4,6,8,0,2,4,0,0,1
"1688","70",9,"6975","West Liberty Comm School District","2016",84,4,33,28,0,2,10,1,5,1
"1689","60",12,"6983","West Lyon Comm School District","2016",56,10,20,17,0,1,7,0,0,1
"1690","64",7,"6985","West Marshall Comm School District","2016",60,4,17,30,0,2,6,0,1,0
"1691","67",12,"6987","West Monona Comm School District","2016",39,5,5,16,1,1,8,0,3,0
"1692","84",12,"6990","West Sioux Comm School District","2016",30,1,7,6,0,0,13,0,2,1
"1693","97",12,"6992","Westwood Comm School District","2016",52,3,16,18,0,3,8,0,4,0
"1694","67",12,"7002","Whiting Comm School District","2016",14,0,5,3,0,0,1,0,0,5
"1695","48",10,"7029","Williamsburg Comm School District","2016",95,13,40,24,0,1,0,0,3,14
"1696","70",9,"7038","Wilton Comm School District","2016",51,6,8,28,0,0,3,0,1,5
"1697","44",15,"7047","Winfield-Mt Union Comm School District","2016",38,3,9,19,0,0,6,0,0,1
"1698","61",11,"7056","Winterset Comm School District","2016",131,9,33,51,2,1,22,0,6,7
"1699","43",13,"7092","Woodbine Comm School District","2016",22,2,4,13,0,1,2,0,0,0
"1700","97",12,"7098","Woodbury Central Comm School District","2016",47,3,16,18,0,1,6,0,3,0
"1701","25",11,"7110","Woodward-Granger Comm School District","2016",82,8,21,28,0,4,19,0,2,0
"1702","42",7,"9","AGWSR","2017",43,7,9,14,0,1,4,0,1,7
"1704","25",11,"27","Adel DeSoto Minburn","2017",122,27,39,34,0,4,8,0,5,5
"1705","75",12,"63","Akron Westfield","2017",40,1,14,17,0,2,6,0,0,0
"1707","68",15,"81","Albia","2017",75,6,22,33,0,1,7,0,3,3
"1708","57",10,"99","Alburnett","2017",46,2,14,22,0,0,8,0,0,0
"1710","55",5,"126","Algona","2017",101,6,34,43,0,2,12,0,4,0
"1711","3",1,"135","Allamakee","2017",80,11,17,30,0,2,19,0,1,0
"1712","12",7,"153","North Butler","2017",38,3,4,18,0,5,5,0,3,0
"1713","11",5,"171","Alta","2017",48,13,15,10,0,0,3,0,2,5
"1714","85",11,"225","Ames","2017",305,35,137,79,0,5,32,0,4,13
"1715","53",10,"234","Anamosa","2017",103,17,17,37,0,1,12,0,7,12
"1717","77",11,"261","Ankeny","2017",684,81,299,229,2,9,45,0,9,10
"1718","12",7,"279","Aplington-Parkersburg","2017",70,7,19,29,0,2,5,0,1,7
"1719","32",5,"333","North Union","2017",48,2,14,18,1,0,13,0,0,0
"1720","24",12,"355","Ar-We-Va","2017",14,0,5,4,0,1,2,0,2,0
"1721","15",13,"387","Atlantic","2017",112,10,40,27,0,3,23,1,5,3
"1722","5",11,"414","Audubon","2017",29,8,8,10,0,0,3,0,0,0
"1724","78",13,"441","AHSTW","2017",69,5,26,20,1,0,15,0,2,0
"1725","85",11,"472","Ballard","2017",135,9,40,35,0,3,4,0,0,44
"1726","47",12,"504","Battle Creek-Ida Grove","2017",64,8,12,27,0,0,12,1,2,2
"1727","50",11,"513","Baxter","2017",31,4,6,12,0,1,4,0,2,2
"1728","38",7,"540","BCLUW","2017",49,3,11,24,0,2,7,0,1,1
"1729","87",13,"549","Bedford","2017",24,0,8,12,0,0,2,0,0,2
"1730","6",10,"576","Belle Plaine","2017",38,6,8,14,0,0,7,0,3,0
"1731","49",9,"585","Bellevue","2017",45,13,8,16,0,1,5,0,2,0
"1732","99",7,"594","Belmond-Klemme","2017",50,0,9,23,1,4,2,0,3,8
"1734","6",10,"609","Benton","2017",107,14,37,42,0,0,14,0,0,0
"1735","82",9,"621","Bettendorf","2017",347,45,108,106,1,18,31,1,18,19
"1736","90",15,"657","Eddyville-Blakesburg-","2017",51,9,11,20,0,2,7,0,0,2
"1737","77",11,"720","Bondurant-Farrar","2017",126,11,33,57,0,6,14,0,1,4
"1738","8",11,"729","Boone","2017",190,20,39,64,0,3,27,1,8,28
"1739","84",12,"747","Boyden-Hull","2017",44,11,13,7,1,0,8,0,4,0
"1740","41",7,"819","West Hancock","2017",35,6,3,16,0,3,5,0,2,0
"1741","79",7,"846","Brooklyn-Guernsey-Malcom","2017",40,5,5,20,0,1,0,0,4,5
"1742","95",7,"873","North Iowa","2017",28,4,4,12,0,0,5,0,0,3
"1743","29",15,"882","Burlington","2017",237,18,21,116,4,17,29,0,5,27
"1744","15",13,"914","CAM","2017",86,9,13,38,2,2,22,0,0,0
"1745","35",7,"916","CAL","2017",21,1,1,14,0,2,3,0,0,0
"1746","23",9,"918","Calamus-Wheatland","2017",34,5,5,15,1,3,4,0,1,0
"1747","23",9,"936","Camanche","2017",78,8,11,33,0,6,13,0,6,1
"1748","90",15,"977","Cardinal","2017",49,3,4,26,0,0,9,0,0,7
"1749","91",11,"981","Carlisle","2017",151,25,43,48,1,0,17,0,9,8
"1750","14",11,"999","Carroll","2017",123,8,36,51,1,4,18,0,3,2
"1751","7",7,"1044","Cedar Falls","2017",344,35,160,97,1,1,28,0,10,12
"1753","57",10,"1062","Center Point-Urbana","2017",112,11,27,49,0,4,9,0,7,5
"1754","4",15,"1071","Centerville","2017",94,6,10,45,0,3,2,0,2,26
"1755","56",15,"1079","Central Lee","2017",89,0,18,42,0,0,20,0,8,1
"1756","22",1,"1080","Central","2017",37,4,6,18,0,0,9,0,0,0
"1757","23",9,"1082","Central DeWitt","2017",117,18,22,48,1,2,12,0,4,10
"1758","57",10,"1089","Central City","2017",31,4,8,12,0,0,6,0,1,0
"1759","27",13,"1093","Central Decatur","2017",43,6,4,21,1,3,8,0,0,0
"1760","60",12,"1095","Central Lyon","2017",38,3,16,6,0,1,11,0,1,0
"1761","59",15,"1107","Chariton","2017",81,13,8,43,0,6,9,0,2,0
"1762","34",7,"1116","Charles City","2017",113,16,31,43,0,3,7,0,2,11
"1764","18",12,"1152","Cherokee","2017",73,10,12,37,0,1,8,0,4,1
"1765","73",13,"1197","Clarinda","2017",77,0,41,14,0,1,14,0,3,4
"1766","99",5,"1206","Clarion-Goldfield-Dows","2017",71,7,15,36,0,3,4,0,0,6
"1767","20",13,"1211","Clarke","2017",95,0,34,28,0,7,19,0,4,3
"1768","12",7,"1215","Clarksville","2017",20,2,3,6,0,1,5,0,0,3
"1769","21",5,"1218","Clay Central-Everly","2017",21,1,5,11,2,0,1,0,1,0
"1770","52",10,"1221","Clear Creek Amana","2017",132,9,28,52,0,4,26,0,8,5
"1771","17",7,"1233","Clear Lake","2017",103,7,29,53,0,1,7,0,6,0
"1772","23",9,"1278","Clinton","2017",192,15,29,83,2,15,42,0,6,0
"1773","50",11,"1332","Colfax-Mingo","2017",40,7,9,12,1,1,9,0,1,0
"1774","57",10,"1337","College","2017",370,51,127,114,2,10,19,0,12,35
"1775","85",11,"1350","Collins-Maxwell","2017",36,3,6,9,0,2,0,0,1,15
"1776","85",11,"1359","Colo-NESCO","2017",30,6,4,10,0,0,6,0,0,4
"1777","58",9,"1368","Columbus","2017",51,2,7,29,1,3,6,0,1,2
"1778","14",11,"1413","Coon Rapids-Bayard","2017",30,2,6,17,1,0,1,0,1,2
"1779","2",13,"1431","Corning","2017",46,3,5,25,0,0,9,0,2,2
"1780","78",13,"1476","Council Bluffs","2017",575,33,115,205,3,6,31,2,23,157
"1781","88",13,"1503","Creston","2017",113,9,24,58,0,0,18,0,3,1
"1782","25",11,"1576","Dallas Center-Grimes","2017",196,21,81,66,0,1,24,0,3,0
"1783","29",15,"1602","Danville","2017",39,7,7,16,0,0,6,0,2,1
"1784","82",9,"1611","Davenport","2017",966,80,193,324,12,51,133,2,35,136
"1785","26",15,"1619","Davis County","2017",70,8,10,34,1,5,7,0,5,0
"1786","96",1,"1638","Decorah Community","2017",130,28,50,34,0,0,12,0,4,2
"1788","24",12,"1701","Denison","2017",185,12,40,75,0,2,33,0,4,19
"1789","9",7,"1719","Denver","2017",51,12,23,15,0,0,1,0,0,0
"1791","80",13,"1782","Diagonal","2017",7,0,2,4,0,1,0,0,0,0
"1792","38",7,"1791","Dike-New Hartford","2017",57,5,14,22,0,2,7,0,3,4
"1793","31",1,"1863","Dubuque","2017",738,138,199,230,0,31,118,0,20,2
"1794","7",7,"1908","Dunkerton","2017",36,2,9,24,0,0,1,0,0,0
"1795","43",13,"1917","Boyer Valley","2017",41,3,10,16,0,0,5,0,3,4
"1796","16",9,"1926","Durant","2017",41,5,8,22,1,0,3,0,2,0
"1797","99",5,"1944","Eagle Grove","2017",46,2,4,23,0,0,7,0,3,7
"1798","61",11,"1953","Earlham","2017",56,4,12,22,0,3,13,0,1,1
"1799","10",7,"1963","East Buchanan","2017",49,6,16,17,0,1,5,0,3,1
"1800","49",9,"1965","Easton Valley","2017",36,0,8,14,0,0,11,0,3,0
"1801","64",7,"1968","East Marshall","2017",68,8,23,27,0,2,3,0,1,4
"1802","88",13,"1970","East Union","2017",29,2,7,14,0,1,3,0,1,1
"1803","3",1,"1972","Eastern Allamakee","2017",23,4,3,7,0,1,7,0,1,0
"1804","97",12,"1975","River Valley","2017",28,4,7,13,1,0,1,0,2,0
"1805","28",1,"1989","Edgewood-Colesburg","2017",37,7,2,10,0,1,15,0,1,1
"1806","42",7,"2007","Eldora-New Providence","2017",60,3,6,25,1,5,11,0,7,2
"1807","74",5,"2088","Emmetsburg","2017",58,6,15,25,0,2,8,0,2,0
"1808","48",10,"2097","English Valleys","2017",25,3,4,11,0,0,5,0,2,0
"1809","73",13,"2113","Essex","2017",19,2,3,4,0,3,7,0,0,0
"1810","32",5,"2124","Estherville Lincoln","2017",92,4,14,50,0,1,17,0,1,5
"1811","83",11,"2151","Exira-Elk Horn-","2017",26,5,2,14,0,0,4,0,1,0
"1812","51",15,"2169","Fairfield","2017",107,17,23,33,1,0,3,0,2,28
"1813","95",7,"2295","Forest City","2017",102,13,25,41,0,1,16,0,1,5
"1814","94",5,"2313","Fort Dodge","2017",254,12,48,128,2,3,50,0,9,2
"1815","56",15,"2322","Fort Madison","2017",126,11,19,52,0,4,29,0,3,8
"1816","36",13,"2369","Fremont-Mills","2017",25,2,4,11,0,3,3,0,1,1
"1817","47",12,"2376","Galva-Holstein","2017",54,7,15,15,1,0,13,0,2,1
"1818","41",7,"2403","Garner-Hayfield-Ventura","2017",90,8,21,54,0,2,5,0,0,0
"1819","60",12,"2457","George-Little Rock","2017",34,2,10,12,2,0,7,1,0,0
"1820","85",11,"2466","Gilbert","2017",105,10,65,24,0,0,6,0,0,0
"1822","38",7,"2502","Gladbrook-Reinbeck","2017",44,7,7,21,0,1,6,0,2,0
"1823","65",13,"2511","Glenwood","2017",130,18,53,37,0,1,10,0,1,10
"1824","14",11,"2520","Glidden-Ralston","2017",18,3,2,8,0,0,1,0,0,4
"1825","74",5,"2556","Graettinger-Terril","2017",15,2,6,7,0,0,0,0,0,0
"1826","1",13,"2673","Nodaway Valley","2017",32,2,5,17,0,3,3,0,1,1
"1827","86",7,"2682","GMG","2017",32,2,6,10,0,0,8,0,4,2
"1828","79",7,"2709","Grinnell-Newburg","2017",111,31,27,34,1,6,11,0,0,1
"1829","15",13,"2718","Griswold","2017",44,5,12,16,0,2,3,0,5,1
"1830","38",7,"2727","Grundy Center","2017",49,6,16,14,0,2,3,0,0,8
"1831","39",11,"2754","Guthrie Center","2017",55,5,16,20,1,1,10,0,2,0
"1832","22",1,"2763","Clayton Ridge","2017",83,11,18,28,0,1,21,0,3,1
"1833","48",10,"2766","H-L-V","2017",20,3,3,9,0,0,1,0,4,0
"1835","35",7,"2781","Hampton-Dumont","2017",69,8,15,30,0,0,9,0,1,6
"1836","83",13,"2826","Harlan","2017",139,11,48,54,0,1,14,0,6,5
"1838","30",5,"2846","Harris-Lake Park","2017",19,1,4,6,0,0,5,0,3,0
"1839","71",12,"2862","Hartley-Melvin-Sanborn","2017",35,8,3,13,0,0,9,0,1,1
"1840","92",10,"2977","Highland","2017",42,5,10,17,0,1,6,0,0,3
"1841","75",12,"2988","Hinton","2017",50,9,15,15,1,1,8,0,1,0
"1842","45",1,"3029","Howard-Winneshiek","2017",94,12,20,42,0,0,17,0,0,3
"1843","42",7,"3033","Hubbard-Radcliffe","2017",1,0,0,0,0,0,0,0,0,1
"1844","7",7,"3042","Hudson","2017",43,4,20,14,0,2,1,0,1,1
"1845","46",5,"3060","Humboldt","2017",103,11,26,43,0,5,8,0,5,5
"1846","10",7,"3105","Independence","2017",109,14,30,35,0,3,15,0,3,9
"1847","91",11,"3114","Indianola","2017",262,36,75,86,0,5,52,1,5,2
"1848","61",11,"3119","Interstate 35","2017",68,14,9,26,0,2,7,0,3,7
"1849","52",10,"3141","Iowa City","2017",952,132,368,265,1,22,44,1,7,112
"1850","42",7,"3150","Iowa Falls","2017",92,8,18,44,2,0,14,0,1,5
"1851","48",10,"3154","Iowa Valley","2017",31,9,4,16,0,0,2,0,0,0
"1852","14",13,"3168","IKM-Manning","2017",44,5,12,17,0,3,3,0,3,1
"1853","9",7,"3186","Janesville Consolidated","2017",29,8,2,16,0,0,1,0,0,2
"1854","37",5,"3195","Greene County","2017",98,14,22,43,0,4,12,0,3,0
"1855","10",7,"3204","Jesup","2017",46,5,10,18,0,2,7,0,3,1
"1856","77",11,"3231","Johnston","2017",507,56,242,128,0,9,44,0,9,19
"1857","56",15,"3312","Keokuk","2017",132,10,13,62,1,4,22,1,6,13
"1858","54",15,"3330","Keota","2017",21,0,6,11,0,0,2,0,2,0
"1859","75",12,"3348","Kingsley-Pierson","2017",40,8,14,11,2,0,5,0,0,0
"1860","63",11,"3375","Knoxville","2017",116,19,33,39,0,1,23,0,0,1
"1861","95",7,"3420","Lake Mills","2017",52,6,9,28,0,1,7,0,0,1
"1862","27",13,"3465","Lamoni","2017",26,6,2,10,2,1,1,0,0,4
"1864","97",12,"3555","Lawton-Bronson","2017",39,11,16,7,0,1,3,0,1,0
"1865","75",12,"3600","Le Mars","2017",154,13,61,54,0,0,11,0,2,13
"1866","87",13,"3609","Lenox","2017",40,2,6,16,0,0,7,0,1,8
"1867","78",13,"3645","Lewis Central","2017",220,25,72,67,0,1,9,0,2,44
"1868","16",10,"3691","North Cedar","2017",56,12,11,19,0,4,9,0,0,1
"1869","57",10,"3715","Linn-Mar","2017",533,70,213,167,0,12,6,0,11,54
"1870","57",10,"3744","Lisbon","2017",44,4,19,15,0,0,4,0,2,0
"1871","43",13,"3798","Logan-Magnolia","2017",60,10,14,18,1,0,13,0,4,0
"1872","52",10,"3816","Lone Tree","2017",29,1,9,11,0,1,2,0,0,5
"1873","58",9,"3841","Louisa-Muscatine","2017",61,0,13,37,4,1,5,0,1,0
"1875","50",11,"3906","Lynnville-Sully","2017",38,4,7,14,0,1,10,0,0,2
"1876","8",11,"3942","Madrid","2017",52,5,17,17,0,2,5,0,2,4
"1877","65",13,"3978","East Mills","2017",24,0,4,10,0,0,6,0,0,4
"1878","13",5,"4023","Manson Northwest Webster","2017",51,2,8,28,1,1,8,0,2,1
"1879","67",12,"4033","Maple Valley-Anthon Oto","2017",53,3,17,23,0,2,7,0,1,0
"1880","49",9,"4041","Maquoketa","2017",101,14,27,24,1,5,16,0,6,8
"1881","28",1,"4043","Maquoketa Valley","2017",51,4,16,16,4,0,10,0,1,0
"1882","18",12,"4068","Marcus-Meriden-Cleghorn","2017",43,4,18,12,0,0,6,0,2,1
"1883","57",10,"4086","Marion Independent","2017",168,23,45,68,0,10,14,0,8,0
