"","Graduating.Class","Fall.Freshman.Year","District","District.Name","Graduates","Total.Cohort","Graduation.Rate","Graduation.Rate.Category"
"1199",2013,2009,3798,"Logan-Magnolia",51,53,96.2,"90.1 - 100%"
"1200",2014,2010,3042,"Hudson",59,59,100,"90.1 - 100%"
"1201",2011,2007,1079,"Central Lee",78,84,92.9,"90.1 - 100%"
"1202",2013,2009,2169,"Fairfield",117,135,86.7,"80.1 - 90%"
"1203",2011,2007,4212,"Melcher-Dallas",27,29,93.1,"90.1 - 100%"
"1204",2015,2011,1413,"Coon Rapids-Bayard",30,31,96.8,"90.1 - 100%"
"1205",2017,2013,6768,"Washington",110,121,90.9,"90.1 - 100%"
"1206",2010,2006,5976,"Shenandoah",46,52,88.5,"80.1 - 90%"
"1207",2017,2013,914,"CAM",70,98,71.4,"70.1 - 80%"
"1209",2015,2011,6921,"West Bend-Mallard",23,24,95.8,"90.1 - 100%"
"1210",2010,2006,2403,"Garner-Hayfield",51,55,92.7,"90.1 - 100%"
"1211",2014,2010,7110,"Woodward-Granger",37,41,90.2,"90.1 - 100%"
"1212",2009,2005,2088,"Emmetsburg",60,65,92.3,"90.1 - 100%"
"1213",2009,2005,1638,"Decorah",130,137,94.9,"90.1 - 100%"
"1214",2010,2006,6101,"Southeast Polk",399,410,97.3,"90.1 - 100%"
"1215",2012,2008,2205,"Farragut",25,26,96.2,"90.1 - 100%"
"1216",2016,2012,6512,"Twin Cedars",35,36,97.2,"90.1 - 100%"
"1217",2012,2008,7002,"Whiting",21,21,100,"90.1 - 100%"
"1218",2017,2013,6961,"Western Dubuque",307,316,97.2,"90.1 - 100%"
"1219",2017,2013,1944,"Eagle Grove",57,62,91.9,"90.1 - 100%"
"1220",2017,2013,4269,"Midland",26,27,96.3,"90.1 - 100%"
"1221",2017,2013,6101,"Southeast Polk",457,465,98.3,"90.1 - 100%"
"1222",2017,2013,5121,"Panorama",49,49,100,"90.1 - 100%"
"1223",2010,2006,6460,"Tri-Center",58,62,93.6,"90.1 - 100%"
"1225",2013,2009,4527,"Mount Ayr",35,37,94.6,"90.1 - 100%"
"1226",2012,2008,2369,"Fremont-Mills",23,26,88.5,"80.1 - 90%"
"1227",2013,2009,549,"Bedford",39,44,88.6,"80.1 - 90%"
"1228",2011,2007,441,"A-H-S-T",31,36,86.1,"80.1 - 90%"
"1229",2014,2010,5310,"Postville",38,42,90.5,"90.1 - 100%"
"1230",2010,2006,1972,"Eastern Allamakee",42,43,97.7,"90.1 - 100%"
"1231",2016,2012,2862,"Hartley-Melvin-Sanborn",42,43,97.7,"90.1 - 100%"
"1232",2014,2010,4662,"New Hampton",79,95,83.2,"80.1 - 90%"
"1233",2013,2009,1791,"Dike-New Hartford",49,50,98,"90.1 - 100%"
"1234",2016,2012,918,"Calamus-Wheatland",34,41,82.9,"80.1 - 90%"
"1235",2012,2008,6591,"Valley",34,35,97.1,"90.1 - 100%"
"1236",2016,2012,3906,"Lynnville-Sully",31,33,93.9,"90.1 - 100%"
"1237",2016,2012,153,"North Butler",50,51,98,"90.1 - 100%"
"1238",2011,2007,918,"Calamus-Wheatland",39,42,92.9,"90.1 - 100%"
"1239",2013,2009,4797,"Norwalk",181,191,94.8,"90.1 - 100%"
"1240",2009,2005,6138,"Springville",41,42,97.6,"90.1 - 100%"
"1241",2016,2012,6992,"Westwood",33,33,100,"90.1 - 100%"
"1242",2016,2012,1968,"East Marshall",64,70,91.4,"90.1 - 100%"
"1243",2012,2008,621,"Bettendorf",308,332,92.8,"90.1 - 100%"
"1244",2016,2012,6453,"Treynor",50,50,100,"90.1 - 100%"
"1245",2017,2013,6992,"Westwood",52,53,98.1,"90.1 - 100%"
"1246",2014,2010,5163,"Pekin",47,53,88.7,"80.1 - 90%"
"1247",2012,2008,6101,"Southeast Polk",409,425,96.2,"90.1 - 100%"
"1248",2015,2011,4572,"Murray",27,28,96.4,"90.1 - 100%"
"1249",2014,2010,5976,"Shenandoah",70,74,94.6,"90.1 - 100%"
"1250",2010,2006,6536,"Union",98,102,96.1,"90.1 - 100%"
"1251",2012,2008,5922,"West Fork",56,58,96.6,"90.1 - 100%"
"1252",2010,2006,3798,"Logan-Magnolia",45,49,91.8,"90.1 - 100%"
"1253",2012,2008,6098,"South Tama County",72,83,86.8,"80.1 - 90%"
"1254",2017,2013,1082,"Central DeWitt",115,123,93.5,"90.1 - 100%"
"1255",2009,2005,1953,"Earlham",38,45,84.4,"80.1 - 90%"
"1256",2015,2011,5508,"Riceville",26,28,92.9,"90.1 - 100%"
"1257",2011,2007,1215,"Clarksville",18,21,85.7,"80.1 - 90%"
"1258",2011,2007,4788,"Northwood-Kensett",36,36,100,"90.1 - 100%"
"1259",2015,2011,6990,"West Sioux",33,37,89.2,"80.1 - 90%"
"1260",2016,2012,5751,"St Ansgar",53,54,98.2,"90.1 - 100%"
"1261",2013,2009,729,"Boone",165,186,88.7,"80.1 - 90%"
"1262",2012,2008,2862,"Hartley-Melvin-Sanborn",45,52,86.5,"80.1 - 90%"
"1264",2009,2005,6651,"Villisca",31,35,88.6,"80.1 - 90%"
"1265",2014,2010,4978,"Orient-Macksburg",10,10,100,"90.1 - 100%"
"1266",2012,2008,4869,"Oelwein",93,100,93,"90.1 - 100%"
"1267",2010,2006,6660,"Vinton-Shellsburg",115,142,81,"80.1 - 90%"
"1268",2014,2010,747,"Boyden-Hull",37,39,94.9,"90.1 - 100%"
"1269",2010,2006,540,"BCLUW",45,55,81.8,"80.1 - 90%"
"1270",2010,2006,4978,"Orient-Macksburg",11,11,100,"90.1 - 100%"
"1271",2014,2010,6512,"Twin Cedars",40,41,97.6,"90.1 - 100%"
"1272",2015,2011,5922,"West Fork",63,63,100,"90.1 - 100%"
"1273",2012,2008,4491,"Moravia",25,25,100,"90.1 - 100%"
"1274",2012,2008,4041,"Maquoketa",127,143,88.8,"80.1 - 90%"
"1275",2009,2005,5724,"Ruthven-Ayrshire",17,17,100,"90.1 - 100%"
"1276",2013,2009,2369,"Fremont-Mills",39,41,95.1,"90.1 - 100%"
"1277",2010,2006,1062,"Center Point-Urbana",85,88,96.6,"90.1 - 100%"
"1278",2010,2006,6930,"West Branch",51,58,87.9,"80.1 - 90%"
"1279",2017,2013,6138,"Springville",30,33,90.9,"90.1 - 100%"
"1280",2009,2005,5751,"St Ansgar",62,66,93.9,"90.1 - 100%"
"1281",2009,2005,6098,"South Tama County",96,113,85,"80.1 - 90%"
"1282",2012,2008,5643,"Roland-Story",60,65,92.3,"90.1 - 100%"
"1283",2017,2013,7047,"Winfield-Mt Union",29,30,96.7,"90.1 - 100%"
"1284",2013,2009,3715,"Linn-Mar",370,412,89.8,"80.1 - 90%"
"1285",2013,2009,6930,"West Branch",61,67,91,"90.1 - 100%"
"1286",2009,2005,2754,"Guthrie Center",43,44,97.7,"90.1 - 100%"
"1287",2009,2005,6096,"Southeast Webster Grand",42,58,72.4,"70.1 - 80%"
"1288",2009,2005,414,"Audubon",56,58,96.6,"90.1 - 100%"
"1289",2012,2008,4023,"Manson Northwest Webster",54,56,96.4,"90.1 - 100%"
"1290",2011,2007,2520,"Glidden-Ralston",35,35,100,"90.1 - 100%"
"1291",2011,2007,6591,"Valley",40,41,97.6,"90.1 - 100%"
"1292",2010,2006,2664,"Greene",47,52,90.4,"90.1 - 100%"
"1293",2016,2012,1071,"Centerville",85,95,89.5,"80.1 - 90%"
"1294",2015,2011,3029,"Howard-Winneshiek",84,93,90.3,"90.1 - 100%"
"1295",2013,2009,3555,"Lawton-Bronson",44,47,93.6,"90.1 - 100%"
"1296",2016,2012,1152,"Cherokee",73,80,91.3,"90.1 - 100%"
"1297",2017,2013,279,"Aplington-Parkersburg",64,68,94.1,"90.1 - 100%"
"1298",2017,2013,1089,"Central City",34,38,89.5,"80.1 - 90%"
"1299",2015,2011,5256,"Pleasantville",32,33,97,"90.1 - 100%"
"1300",2009,2005,1206,"Clarion-Goldfield",72,83,86.8,"80.1 - 90%"
"1301",2010,2006,1967,"East Greene",20,23,87,"80.1 - 90%"
"1302",2012,2008,1972,"Eastern Allamakee",29,30,96.7,"90.1 - 100%"
"1304",2010,2006,4527,"Mount Ayr",41,44,93.2,"90.1 - 100%"
"1305",2011,2007,6003,"Sidney",21,28,75,"70.1 - 80%"
"1306",2017,2013,6536,"Union",100,104,96.2,"90.1 - 100%"
"1307",2014,2010,1359,"Colo-Nesco",32,34,94.1,"90.1 - 100%"
"1308",2009,2005,4437,"Montezuma",45,47,95.7,"90.1 - 100%"
"1309",2010,2006,1071,"Centerville",126,132,95.5,"90.1 - 100%"
"1310",2012,2008,1206,"Clarion-Goldfield",60,63,95.2,"90.1 - 100%"
"1311",2012,2008,3105,"Independence",94,106,88.7,"80.1 - 90%"
"1313",2010,2006,2781,"Hampton-Dumont",85,92,92.4,"90.1 - 100%"
"1314",2012,2008,7098,"Woodbury Central",45,47,95.7,"90.1 - 100%"
"1315",2017,2013,4788,"Northwood-Kensett",36,41,87.8,"80.1 - 90%"
"1316",2011,2007,2466,"Gilbert",74,80,92.5,"90.1 - 100%"
"1317",2012,2008,5166,"Pella",145,150,96.7,"90.1 - 100%"
"1318",2011,2007,5895,"Seymour",12,12,100,"90.1 - 100%"
"1319",2011,2007,4777,"North Linn",53,61,86.9,"80.1 - 90%"
"1320",2013,2009,4776,"North Mahaska",40,46,87,"80.1 - 90%"
"1321",2016,2012,279,"Aplington-Parkersburg",73,77,94.8,"90.1 - 100%"
"1322",2010,2006,1278,"Clinton",270,342,79,"70.1 - 80%"
"1323",2009,2005,4581,"Muscatine",332,446,74.4,"70.1 - 80%"
"1324",2010,2006,1611,"Davenport",860,1083,79.4,"70.1 - 80%"
"1325",2012,2008,126,"Algona",111,119,93.3,"90.1 - 100%"
"1326",2015,2011,6093,"Solon",103,109,94.5,"90.1 - 100%"
"1327",2017,2013,1701,"Denison",162,182,89,"80.1 - 90%"
"1328",2017,2013,1062,"Center Point-Urbana",89,93,95.7,"90.1 - 100%"
"1329",2009,2005,6100,"South Winneshiek",55,59,93.2,"90.1 - 100%"
"1330",2015,2011,7092,"Woodbine",26,27,96.3,"90.1 - 100%"
"1331",2012,2008,3141,"Iowa City",706,793,89,"80.1 - 90%"
"1332",2014,2010,5877,"Sergeant Bluff-Luton",106,110,96.4,"90.1 - 100%"
"1334",2011,2007,2322,"Fort Madison",156,182,85.7,"80.1 - 90%"
"1335",2013,2009,4203,"Mediapolis",78,85,91.8,"90.1 - 100%"
"1336",2013,2009,234,"Anamosa",112,123,91.1,"90.1 - 100%"
"1337",2017,2013,3465,"Lamoni",13,14,92.9,"90.1 - 100%"
"1338",2017,2013,1221,"Clear Creek Amana",131,155,84.5,"80.1 - 90%"
"1339",2010,2006,1701,"Denison",171,198,86.4,"80.1 - 90%"
"1340",2009,2005,1791,"Dike-New Hartford",76,77,98.7,"90.1 - 100%"
"1341",2011,2007,1791,"Dike-New Hartford",50,53,94.3,"90.1 - 100%"
"1343",2011,2007,882,"Burlington",246,324,75.9,"70.1 - 80%"
"1344",2010,2006,6534,"Underwood",53,58,91.4,"90.1 - 100%"
"1345",2016,2012,3141,"Iowa City",840,895,93.9,"90.1 - 100%"
"1346",2013,2009,387,"Atlantic",82,92,89.1,"80.1 - 90%"
"1347",2011,2007,5486,"Remsen-Union",27,29,93.1,"90.1 - 100%"
"1348",2016,2012,1206,"Clarion-Goldfield-Dows",51,54,94.4,"90.1 - 100%"
"1349",2011,2007,5049,"Ottumwa",281,352,79.8,"70.1 - 80%"
"1350",2013,2009,7092,"Woodbine",33,36,91.7,"90.1 - 100%"
"1351",2014,2010,6921,"West Bend-Mallard",24,25,96,"90.1 - 100%"
"1352",2014,2010,2466,"Gilbert",76,79,96.2,"90.1 - 100%"
"1353",2015,2011,6462,"Tri-County",12,13,92.3,"90.1 - 100%"
"1354",2017,2013,3141,"Iowa City",841,932,90.2,"90.1 - 100%"
"1355",2012,2008,2709,"Grinnell-Newburg",119,131,90.8,"90.1 - 100%"
"1356",2011,2007,1080,"Central",38,39,97.4,"90.1 - 100%"
"1357",2012,2008,3816,"Lone Tree",27,28,96.4,"90.1 - 100%"
"1358",2017,2013,9,"AGWSR",36,39,92.3,"90.1 - 100%"
"1359",2013,2009,540,"BCLUW",48,50,96,"90.1 - 100%"
"1360",2010,2006,6943,"West Central",21,22,95.5,"90.1 - 100%"
"1361",2017,2013,4419,"MFL MarMac",50,50,100,"90.1 - 100%"
"1362",2009,2005,2376,"Galva-Holstein",41,44,93.2,"90.1 - 100%"
"1363",2012,2008,4995,"Osage",77,79,97.5,"90.1 - 100%"
"1364",2013,2009,6950,"West Delaware County",123,129,95.4,"90.1 - 100%"
"1365",2009,2005,6987,"West Monona",34,40,85,"80.1 - 90%"
"1366",2013,2009,3114,"Indianola",236,247,95.6,"90.1 - 100%"
"1367",2011,2007,2682,"GMG",39,42,92.9,"90.1 - 100%"
"1368",2017,2013,2097,"English Valleys",36,38,94.7,"90.1 - 100%"
"1369",2015,2011,3312,"Keokuk",144,158,91.1,"90.1 - 100%"
"1370",2009,2005,6975,"West Liberty",97,111,87.4,"80.1 - 90%"
"1371",2009,2005,3330,"Keota",33,35,94.3,"90.1 - 100%"
"1372",2017,2013,1975,"River Valley",24,24,100,"90.1 - 100%"
"1374",2013,2009,6591,"Valley",43,46,93.5,"90.1 - 100%"
"1375",2014,2010,540,"BCLUW",45,49,91.8,"90.1 - 100%"
"1376",2013,2009,1701,"Denison",171,197,86.8,"80.1 - 90%"
"1377",2009,2005,6534,"Underwood",69,72,95.8,"90.1 - 100%"
"1378",2011,2007,621,"Bettendorf",327,349,93.7,"90.1 - 100%"
"1379",2011,2007,387,"Atlantic",107,121,88.4,"80.1 - 90%"
"1380",2011,2007,3195,"Jefferson-Scranton",81,93,87.1,"80.1 - 90%"
"1381",2015,2011,1211,"Clarke",65,71,91.6,"90.1 - 100%"
"1382",2016,2012,6095,"South Hamilton",50,52,96.2,"90.1 - 100%"
"1383",2015,2011,4774,"North Fayette",91,93,97.9,"90.1 - 100%"
"1384",2014,2010,1972,"Eastern Allamakee",41,41,100,"90.1 - 100%"
"1385",2016,2012,6768,"Washington",98,112,87.5,"80.1 - 90%"
"1386",2013,2009,585,"Bellevue",48,50,96,"90.1 - 100%"
"1387",2015,2011,1619,"Davis County",79,88,89.8,"80.1 - 90%"
"1388",2014,2010,6101,"Southeast Polk",459,473,97,"90.1 - 100%"
"1389",2012,2008,3537,"Laurens-Marathon",20,24,83.3,"80.1 - 90%"
"1390",2012,2008,5256,"Pleasantville",53,54,98.2,"90.1 - 100%"
"1391",2013,2009,6093,"Solon",93,101,92.1,"90.1 - 100%"
"1392",2011,2007,4104,"Marshalltown",280,362,77.3,"70.1 - 80%"
"1393",2010,2006,2097,"English Valleys",33,42,78.6,"70.1 - 80%"
"1394",2010,2006,5607,"Rock Valley",41,43,95.4,"90.1 - 100%"
"1395",2010,2006,3195,"Jefferson-Scranton",89,96,92.7,"90.1 - 100%"
"1396",2009,2005,1413,"Coon Rapids-Bayard",37,39,94.9,"90.1 - 100%"
"1397",2011,2007,6462,"Tri-County",28,30,93.3,"90.1 - 100%"
"1398",2009,2005,2862,"Hartley-Melvin-Sanborn",53,55,96.4,"90.1 - 100%"
"1399",2014,2010,7002,"Whiting",15,15,100,"90.1 - 100%"
"1400",2017,2013,819,"West Hancock",42,45,93.3,"90.1 - 100%"
"1401",2015,2011,2718,"Griswold",48,49,98,"90.1 - 100%"
"1402",2009,2005,6633,"Ventura",27,28,96.4,"90.1 - 100%"
"1403",2011,2007,3537,"Laurens-Marathon",41,46,89.1,"80.1 - 90%"
"1404",2017,2013,3231,"Johnston",476,493,96.6,"90.1 - 100%"
"1405",2015,2011,1218,"Clay Central-Everly",24,25,96,"90.1 - 100%"
"1406",2009,2005,2151,"Exira",19,20,95,"90.1 - 100%"
"1407",2012,2008,1619,"Davis County",90,94,95.7,"90.1 - 100%"
"1408",2011,2007,2556,"Graettinger-Terril",23,24,95.8,"90.1 - 100%"
"1409",2011,2007,6453,"Treynor",48,52,92.3,"90.1 - 100%"
"1410",2012,2008,6003,"Sidney",29,29,100,"90.1 - 100%"
"1411",2014,2010,6100,"South Winneshiek",67,69,97.1,"90.1 - 100%"
"1412",2010,2006,1332,"Colfax-Mingo",60,64,93.8,"90.1 - 100%"
"1413",2015,2011,720,"Bondurant-Farrar",88,94,93.6,"90.1 - 100%"
"1414",2009,2005,3114,"Indianola",260,272,95.6,"90.1 - 100%"
"1415",2014,2010,3119,"Interstate 35",62,65,95.4,"90.1 - 100%"
"1416",2017,2013,2457,"George-Little Rock",34,38,89.5,"80.1 - 90%"
"1417",2016,2012,6930,"West Branch",56,59,94.9,"90.1 - 100%"
"1418",2012,2008,1332,"Colfax-Mingo",66,72,91.7,"90.1 - 100%"
"1419",2009,2005,3555,"Lawton-Bronson",37,39,94.9,"90.1 - 100%"
"1420",2017,2013,4131,"Mason City",223,251,88.8,"80.1 - 90%"
"1421",2011,2007,5166,"Pella",179,187,95.7,"90.1 - 100%"
"1422",2012,2008,261,"Ankeny",478,515,92.8,"90.1 - 100%"
"1423",2010,2006,1233,"Clear Lake",93,105,88.6,"80.1 - 90%"
"1424",2014,2010,5895,"Seymour",13,13,100,"90.1 - 100%"
"1425",2010,2006,882,"Burlington",219,289,75.8,"70.1 - 80%"
"1426",2010,2006,2113,"Essex",14,15,93.3,"90.1 - 100%"
"1427",2015,2011,5049,"Ottumwa",276,325,84.9,"80.1 - 90%"
"1428",2013,2009,6462,"Tri-County",18,20,90,"80.1 - 90%"
"1429",2011,2007,1476,"Council Bluffs",527,667,79,"70.1 - 80%"
"1430",2016,2012,4774,"North Fayette",77,77,100,"90.1 - 100%"
"1431",2009,2005,1989,"Edgewood-Colesburg",48,49,98,"90.1 - 100%"
"1432",2009,2005,7029,"Williamsburg",93,99,93.9,"90.1 - 100%"
"1433",2012,2008,1944,"Eagle Grove",46,55,83.6,"80.1 - 90%"
"1434",2011,2007,3141,"Iowa City",681,773,88.1,"80.1 - 90%"
"1435",2012,2008,504,"Battle Creek-Ida Grove",72,73,98.6,"90.1 - 100%"
"1436",2012,2008,4784,"North Scott",169,205,82.4,"80.1 - 90%"
"1437",2012,2008,6592,"Van Buren",53,62,85.5,"80.1 - 90%"
"1438",2012,2008,4104,"Marshalltown",312,367,85,"80.1 - 90%"
"1439",2013,2009,5160,"PCM",64,66,97,"90.1 - 100%"
"1440",2013,2009,4271,"Mid-Prairie",68,86,79.1,"70.1 - 80%"
"1441",2016,2012,2766,"H-L-V",29,29,100,"90.1 - 100%"
"1442",2017,2013,2709,"Grinnell-Newburg",97,110,88.2,"80.1 - 90%"
"1443",2011,2007,3330,"Keota",33,34,97.1,"90.1 - 100%"
"1444",2010,2006,4104,"Marshalltown",292,362,80.7,"80.1 - 90%"
"1445",2010,2006,7038,"Wilton",73,80,91.3,"90.1 - 100%"
"1446",2017,2013,1080,"Central",29,29,100,"90.1 - 100%"
"1447",2010,2006,6854,"Wayne",41,41,100,"90.1 - 100%"
"1448",2009,2005,1701,"Denison",178,227,78.4,"70.1 - 80%"
"1449",2014,2010,2205,"Farragut",17,20,85,"80.1 - 90%"
"1450",2012,2008,18,"Adair-Casey",18,19,94.7,"90.1 - 100%"
"1451",2014,2010,4599,"Nashua-Plainfield",47,52,90.4,"90.1 - 100%"
"1452",2014,2010,6096,"Southeast Webster Grand",37,39,94.9,"90.1 - 100%"
"1453",2017,2013,1965,"Easton Valley",42,49,85.7,"80.1 - 90%"
"1454",2010,2006,3150,"Iowa Falls",96,107,89.7,"80.1 - 90%"
"1455",2011,2007,5994,"Sibley-Ocheyedan",69,71,97.2,"90.1 - 100%"
"1456",2017,2013,333,"North Union",49,49,100,"90.1 - 100%"
"1457",2016,2012,6985,"West Marshall",55,55,100,"90.1 - 100%"
"1458",2013,2009,2718,"Griswold",42,45,93.3,"90.1 - 100%"
"1459",2017,2013,6534,"Underwood",61,62,98.4,"90.1 - 100%"
"1460",2015,2011,594,"Belmond-Klemme",48,50,96,"90.1 - 100%"
"1461",2010,2006,2727,"Grundy Center",55,58,94.8,"90.1 - 100%"
"1462",2016,2012,657,"Eddyville-Blakesburg- Fremont",45,52,86.5,"80.1 - 90%"
"1463",2017,2013,981,"Carlisle",128,136,94.1,"90.1 - 100%"
"1464",2015,2011,2466,"Gilbert",99,101,98,"90.1 - 100%"
"1465",2016,2012,4773,"Northeast",73,75,97.3,"90.1 - 100%"
"1466",2015,2011,1082,"Central DeWitt",103,112,92,"90.1 - 100%"
"1467",2009,2005,3186,"Janesville",21,22,95.5,"90.1 - 100%"
"1468",2013,2009,7098,"Woodbury Central",43,44,97.7,"90.1 - 100%"
"1469",2017,2013,6660,"Vinton-Shellsburg",92,108,85.2,"80.1 - 90%"
"1470",2017,2013,6091,"South Central Calhoun",63,63,100,"90.1 - 100%"
"1471",2015,2011,5697,"Rudd-Rockford-Marble Rk",36,36,100,"90.1 - 100%"
"1472",2017,2013,135,"Allamakee",98,100,98,"90.1 - 100%"
"1473",2016,2012,4662,"New Hampton",76,83,91.6,"90.1 - 100%"
"1474",2014,2010,6983,"West Lyon",51,53,96.2,"90.1 - 100%"
"1475",2016,2012,6101,"Southeast Polk",524,539,97.2,"90.1 - 100%"
"1476",2013,2009,6453,"Treynor",54,54,100,"90.1 - 100%"
"1477",2017,2013,1611,"Davenport",907,1091,83.1,"80.1 - 90%"
"1478",2015,2011,5163,"Pekin",49,56,87.5,"80.1 - 90%"
"1479",2017,2013,5160,"PCM",73,74,98.7,"90.1 - 100%"
"1480",2013,2009,6957,"West Des Moines",575,635,90.6,"90.1 - 100%"
"1481",2012,2008,6264,"West Central Valley",59,60,98.3,"90.1 - 100%"
"1482",2016,2012,5805,"Saydel",101,109,92.7,"90.1 - 100%"
"1483",2014,2010,2403,"Garner-Hayfield",94,98,95.9,"90.1 - 100%"
"1484",2014,2010,6943,"West Central",28,29,96.6,"90.1 - 100%"
"1485",2012,2008,6983,"West Lyon",56,60,93.3,"90.1 - 100%"
"1486",2010,2006,513,"Baxter",33,34,97.1,"90.1 - 100%"
"1487",2016,2012,5310,"Postville",29,32,90.6,"90.1 - 100%"
"1488",2011,2007,4518,"Moulton-Udell",22,23,95.7,"90.1 - 100%"
"1489",2011,2007,2673,"Nodaway Valley",49,50,98,"90.1 - 100%"
"1490",2015,2011,6762,"Wapsie Valley",35,35,100,"90.1 - 100%"
"1491",2012,2008,657,"Eddyville-Blakesburg",61,65,93.9,"90.1 - 100%"
"1492",2015,2011,4775,"Northeast Hamilton",14,14,100,"90.1 - 100%"
"1493",2012,2008,6615,"Van Meter",44,46,95.7,"90.1 - 100%"
"1494",2015,2011,1431,"Corning",53,55,96.4,"90.1 - 100%"
"1495",2009,2005,6039,"Sioux City",776,980,79.2,"70.1 - 80%"
"1496",2013,2009,4122,"Martensdale-St Marys",41,41,100,"90.1 - 100%"
"1497",2009,2005,4203,"Mediapolis",72,81,88.9,"80.1 - 90%"
"1498",2014,2010,4437,"Montezuma",40,41,97.6,"90.1 - 100%"
"1499",2012,2008,5463,"Red Oak",77,83,92.8,"90.1 - 100%"
"1500",2009,2005,2834,"Harmony",29,34,85.3,"80.1 - 90%"
"1501",2014,2010,4033,"Maple Valley-Anthon Oto",61,64,95.3,"90.1 - 100%"
"1502",2017,2013,4774,"North Fayette",78,81,96.3,"90.1 - 100%"
"1503",2017,2013,6509,"Turkey Valley",35,36,97.2,"90.1 - 100%"
"1504",2016,2012,2988,"Hinton",58,59,98.3,"90.1 - 100%"
"1505",2010,2006,1197,"Clarinda",92,96,95.8,"90.1 - 100%"
"1506",2015,2011,2088,"Emmetsburg",45,50,90,"80.1 - 90%"
"1507",2013,2009,1972,"Eastern Allamakee",32,32,100,"90.1 - 100%"
"1508",2017,2013,6039,"Sioux City",805,960,83.9,"80.1 - 90%"
"1509",2012,2008,6937,"West Burlington",44,45,97.8,"90.1 - 100%"
"1510",2013,2009,4581,"Muscatine",291,380,76.6,"70.1 - 80%"
"1511",2009,2005,1278,"Clinton",225,292,77.1,"70.1 - 80%"
"1512",2015,2011,4086,"Marion Independent",146,155,94.2,"90.1 - 100%"
"1513",2016,2012,5256,"Pleasantville",53,56,94.6,"90.1 - 100%"
"1515",2013,2009,6768,"Washington",103,120,85.8,"80.1 - 90%"
"1516",2014,2010,2151,"Exira-Elk Horn-Kimballton",37,38,97.4,"90.1 - 100%"
"1517",2010,2006,1963,"East Buchanan",42,43,97.7,"90.1 - 100%"
"1518",2012,2008,4509,"Morning Sun",6,11,54.6,"50.1 - 60%"
"1519",2011,2007,1953,"Earlham",51,53,96.2,"90.1 - 100%"
"1520",2014,2010,981,"Carlisle",125,134,93.3,"90.1 - 100%"
"1521",2015,2011,2097,"English Valleys",36,37,97.3,"90.1 - 100%"
"1522",2011,2007,6768,"Washington",107,120,89.2,"80.1 - 90%"
"1523",2009,2005,5463,"Red Oak",69,85,81.2,"80.1 - 90%"
"1524",2012,2008,4788,"Northwood-Kensett",43,45,95.6,"90.1 - 100%"
"1525",2014,2010,1863,"Dubuque",710,776,91.5,"90.1 - 100%"
"1526",2010,2006,2988,"Hinton",47,47,100,"90.1 - 100%"
"1527",2014,2010,3375,"Knoxville",131,141,92.9,"90.1 - 100%"
"1528",2016,2012,3816,"Lone Tree",27,28,96.4,"90.1 - 100%"
"1529",2009,2005,7056,"Winterset",140,143,97.9,"90.1 - 100%"
"1530",2015,2011,7038,"Wilton",43,46,93.5,"90.1 - 100%"
"1531",2011,2007,3906,"Lynnville-Sully",43,44,97.7,"90.1 - 100%"
"1532",2015,2011,6097,"South Page",12,12,100,"90.1 - 100%"
"1534",2015,2011,2834,"Harmony",18,19,94.7,"90.1 - 100%"
"1535",2012,2008,1431,"Corning",46,46,100,"90.1 - 100%"
"1536",2009,2005,1926,"Durant",43,48,89.6,"80.1 - 90%"
"1537",2014,2010,2826,"Harlan",120,129,93,"90.1 - 100%"
"1538",2013,2009,2709,"Grinnell-Newburg",122,129,94.6,"90.1 - 100%"
"1539",2010,2006,6175,"Starmont",47,51,92.2,"90.1 - 100%"
"1540",2016,2012,1953,"Earlham",43,44,97.7,"90.1 - 100%"
"1541",2012,2008,6093,"Solon",89,93,95.7,"90.1 - 100%"
"1542",2016,2012,916,"CAL",14,14,100,"90.1 - 100%"
"1543",2011,2007,3042,"Hudson",62,62,100,"90.1 - 100%"
"1544",2016,2012,6592,"Van Buren",39,42,92.9,"90.1 - 100%"
"1545",2016,2012,4419,"MFL MarMac",66,70,94.3,"90.1 - 100%"
"1546",2017,2013,5310,"Postville",44,52,84.6,"80.1 - 90%"
"1547",2017,2013,1071,"Centerville",75,86,87.2,"80.1 - 90%"
"1548",2016,2012,5325,"Prairie Valley",73,74,98.7,"90.1 - 100%"
"1549",2009,2005,4149,"MOC-Floyd Valley",92,98,93.9,"90.1 - 100%"
"1550",2011,2007,513,"Baxter",33,36,91.7,"90.1 - 100%"
"1551",2013,2009,5949,"Sheldon",64,70,91.4,"90.1 - 100%"
"1552",2015,2011,1782,"Diagonal",9,10,90,"80.1 - 90%"
"1553",2014,2010,4356,"Missouri Valley",62,70,88.6,"80.1 - 90%"
"1554",2010,2006,414,"Audubon",59,62,95.2,"90.1 - 100%"
"1555",2009,2005,9,"AGWSR",42,46,91.3,"90.1 - 100%"
"1556",2014,2010,4774,"North Fayette",79,81,97.5,"90.1 - 100%"
"1557",2014,2010,7098,"Woodbury Central",53,55,96.4,"90.1 - 100%"
"1558",2010,2006,1863,"Dubuque",734,827,88.8,"80.1 - 90%"
"1559",2012,2008,6462,"Tri-County",23,24,95.8,"90.1 - 100%"
"1560",2012,2008,6660,"Vinton-Shellsburg",109,129,84.5,"80.1 - 90%"
