"","Graduating.Class","Fall.Freshman.Year","District","District.Name","Graduates","Total.Cohort","Graduation.Rate","Graduation.Rate.Category"
"1835",2017,2013,6937,"West Burlington Ind",59,64,92.2,"90.1 - 100%"
"1836",2012,2008,4527,"Mount Ayr",34,37,91.9,"90.1 - 100%"
"1837",2012,2008,4777,"North Linn",48,57,84.2,"80.1 - 90%"
"1838",2017,2013,4772,"Central Springs",57,59,96.6,"90.1 - 100%"
"1839",2014,2010,873,"North Iowa",40,42,95.2,"90.1 - 100%"
"1840",2012,2008,6408,"Tipton",47,59,79.7,"70.1 - 80%"
"1841",2010,2006,1206,"Clarion-Goldfield",59,66,89.4,"80.1 - 90%"
"1842",2016,2012,3168,"IKM-Manning",51,52,98.1,"90.1 - 100%"
"1843",2015,2011,2007,"Eldora-New Providence",66,69,95.7,"90.1 - 100%"
"1844",2010,2006,3186,"Janesville",17,18,94.4,"90.1 - 100%"
"1845",2016,2012,585,"Bellevue",50,51,98,"90.1 - 100%"
"1846",2013,2009,4437,"Montezuma",31,33,93.9,"90.1 - 100%"
"1847",2009,2005,585,"Bellevue",43,45,95.6,"90.1 - 100%"
"1848",2009,2005,3375,"Knoxville",143,150,95.3,"90.1 - 100%"
"1849",2017,2013,6460,"Tri-Center",55,55,100,"90.1 - 100%"
"1850",2012,2008,4775,"Northeast Hamilton",14,14,100,"90.1 - 100%"
"1851",2013,2009,4869,"Oelwein",92,108,85.2,"80.1 - 90%"
"1852",2012,2008,6165,"Stanton",20,20,100,"90.1 - 100%"
"1853",2010,2006,5751,"St Ansgar",59,61,96.7,"90.1 - 100%"
"1854",2012,2008,2781,"Hampton-Dumont",99,105,94.3,"90.1 - 100%"
"1855",2010,2006,2502,"Gladbrook-Reinbeck",56,61,91.8,"90.1 - 100%"
"1856",2012,2008,1337,"College",248,283,87.6,"80.1 - 90%"
"1857",2016,2012,5607,"Rock Valley",66,67,98.5,"90.1 - 100%"
"1858",2009,2005,5121,"Panorama",69,74,93.2,"90.1 - 100%"
"1859",2009,2005,918,"Calamus-Wheatland",30,35,85.7,"80.1 - 90%"
"1861",2015,2011,5895,"Seymour",10,11,90.9,"90.1 - 100%"
"1862",2009,2005,6120,"Spirit Lake",105,109,96.3,"90.1 - 100%"
"1863",2017,2013,2322,"Fort Madison",132,146,90.4,"90.1 - 100%"
"1864",2014,2010,2763,"Clayton Ridge",58,63,92.1,"90.1 - 100%"
"1865",2015,2011,3114,"Indianola",247,257,96.1,"90.1 - 100%"
"1866",2013,2009,1350,"Collins-Maxwell",32,34,94.1,"90.1 - 100%"
"1867",2016,2012,1368,"Columbus",48,58,82.8,"80.1 - 90%"
"1868",2017,2013,2124,"Estherville Lincoln",90,94,95.7,"90.1 - 100%"
"1869",2009,2005,621,"Bettendorf",284,315,90.2,"90.1 - 100%"
"1870",2012,2008,6175,"Starmont",42,44,95.5,"90.1 - 100%"
"1871",2015,2011,540,"BCLUW",38,42,90.5,"90.1 - 100%"
"1873",2012,2008,5486,"Remsen-Union",20,23,87,"80.1 - 90%"
"1874",2011,2007,3186,"Janesville",25,25,100,"90.1 - 100%"
"1875",2015,2011,6592,"Van Buren",38,43,88.4,"80.1 - 90%"
"1876",2014,2010,1953,"Earlham",46,48,95.8,"90.1 - 100%"
"1877",2016,2012,6460,"Tri-Center",44,45,97.8,"90.1 - 100%"
"1878",2011,2007,6102,"Spencer",120,136,88.2,"80.1 - 90%"
"1879",2012,2008,3114,"Indianola",227,233,97.4,"90.1 - 100%"
"1881",2014,2010,6138,"Springville",25,25,100,"90.1 - 100%"
"1882",2016,2012,5895,"Seymour",13,15,86.7,"80.1 - 90%"
"1883",2017,2013,1737,"Des Moines Independent",1748,2120,82.5,"80.1 - 90%"
"1884",2014,2010,4491,"Moravia",21,24,87.5,"80.1 - 90%"
"1885",2010,2006,1107,"Chariton",99,108,91.7,"90.1 - 100%"
"1886",2009,2005,4978,"Orient-Macksburg",29,30,96.7,"90.1 - 100%"
"1887",2013,2009,4878,"Ogden",47,49,95.9,"90.1 - 100%"
"1888",2014,2010,5949,"Sheldon",66,72,91.7,"90.1 - 100%"
"1889",2009,2005,6768,"Washington",141,146,96.6,"90.1 - 100%"
"1890",2012,2008,1079,"Central Lee",56,56,100,"90.1 - 100%"
"1891",2014,2010,6615,"Van Meter",51,51,100,"90.1 - 100%"
"1892",2011,2007,594,"Belmond-Klemme",57,57,100,"90.1 - 100%"
"1893",2016,2012,4776,"North Mahaska",29,36,80.6,"80.1 - 90%"
"1894",2011,2007,1278,"Clinton",231,298,77.5,"70.1 - 80%"
"1895",2014,2010,3141,"Iowa City",781,864,90.4,"90.1 - 100%"
"1896",2017,2013,5895,"Seymour",21,21,100,"90.1 - 100%"
"1897",2009,2005,981,"Carlisle",104,118,88.1,"80.1 - 90%"
"1898",2014,2010,5283,"Pocahontas Area",43,47,91.5,"90.1 - 100%"
"1899",2014,2010,81,"Albia",87,95,91.6,"90.1 - 100%"
"1900",2015,2011,936,"Camanche",68,76,89.5,"80.1 - 90%"
"1901",2013,2009,4779,"North Polk",84,85,98.8,"90.1 - 100%"
"1902",2009,2005,2124,"Estherville Lincoln Central",88,96,91.7,"90.1 - 100%"
"1903",2015,2011,2977,"Highland",51,57,89.5,"80.1 - 90%"
"1904",2012,2008,5184,"Perry",120,128,93.8,"90.1 - 100%"
"1905",2011,2007,1206,"Clarion-Goldfield",64,66,97,"90.1 - 100%"
"1906",2013,2009,3150,"Iowa Falls",91,100,91,"90.1 - 100%"
"1907",2016,2012,3942,"Madrid",48,55,87.3,"80.1 - 90%"
"1908",2015,2011,6660,"Vinton-Shellsburg",81,102,79.4,"70.1 - 80%"
"1909",2014,2010,1576,"Dallas Center-Grimes",162,166,97.6,"90.1 - 100%"
"1910",2009,2005,3105,"Independence",108,125,86.4,"80.1 - 90%"
"1911",2011,2007,6509,"Turkey Valley",50,51,98,"90.1 - 100%"
"1912",2009,2005,6273,"Sumner",60,61,98.4,"90.1 - 100%"
"1913",2015,2011,2511,"Glenwood",142,151,94,"90.1 - 100%"
"1914",2015,2011,6950,"West Delaware County",117,120,97.5,"90.1 - 100%"
"1915",2017,2013,4212,"Melcher-Dallas",19,20,95,"90.1 - 100%"
"1916",2016,2012,4068,"Marcus-Meriden-Cleghorn",28,30,93.3,"90.1 - 100%"
"1917",2014,2010,5508,"Riceville",22,22,100,"90.1 - 100%"
"1918",2014,2010,6509,"Turkey Valley",27,27,100,"90.1 - 100%"
"1919",2015,2011,4149,"MOC-Floyd Valley",90,90,100,"90.1 - 100%"
"1921",2012,2008,3348,"Kingsley-Pierson",27,29,93.1,"90.1 - 100%"
"1922",2012,2008,2763,"Clayton Ridge",48,49,98,"90.1 - 100%"
"1923",2017,2013,4773,"Northeast",76,79,96.2,"90.1 - 100%"
"1924",2015,2011,6453,"Treynor",46,46,100,"90.1 - 100%"
"1925",2012,2008,6741,"East Sac County",75,77,97.4,"90.1 - 100%"
"1926",2016,2012,1413,"Coon Rapids-Bayard",25,26,96.2,"90.1 - 100%"
"1927",2017,2013,4033,"Maple Valley-Anthon Oto",44,47,93.6,"90.1 - 100%"
"1928",2017,2013,2007,"Eldora-New Providence",67,71,94.4,"90.1 - 100%"
"1929",2011,2007,1089,"Central City",29,32,90.6,"90.1 - 100%"
"1930",2017,2013,5049,"Ottumwa",245,277,88.5,"80.1 - 90%"
"1931",2009,2005,3060,"Humboldt",76,80,95,"90.1 - 100%"
"1932",2010,2006,6579,"Urbandale",298,305,97.7,"90.1 - 100%"
"1933",2011,2007,2709,"Grinnell-Newburg",124,138,89.9,"80.1 - 90%"
"1934",2012,2008,5283,"Pocahontas Area",52,55,94.6,"90.1 - 100%"
"1935",2015,2011,585,"Bellevue",55,57,96.5,"90.1 - 100%"
"1936",2013,2009,4356,"Missouri Valley",67,68,98.5,"90.1 - 100%"
"1937",2013,2009,5922,"West Fork",58,61,95.1,"90.1 - 100%"
"1938",2015,2011,6795,"Waterloo",599,746,80.3,"80.1 - 90%"
"1939",2009,2005,4271,"Mid-Prairie",72,85,84.7,"80.1 - 90%"
"1940",2013,2009,7056,"Winterset",94,97,96.9,"90.1 - 100%"
"1941",2010,2006,4785,"North Tama County",44,47,93.6,"90.1 - 100%"
"1942",2012,2008,4878,"Ogden",58,59,98.3,"90.1 - 100%"
"1943",2014,2010,6950,"West Delaware County",117,122,95.9,"90.1 - 100%"
"1944",2016,2012,549,"Bedford",41,43,95.4,"90.1 - 100%"
"1945",2012,2008,6094,"Southeast Warren",29,30,96.7,"90.1 - 100%"
"1946",2012,2008,3841,"Louisa-Muscatine",59,69,85.5,"80.1 - 90%"
"1947",2011,2007,819,"West Hancock",41,44,93.2,"90.1 - 100%"
"1948",2011,2007,2781,"Hampton-Dumont",91,95,95.8,"90.1 - 100%"
"1949",2016,2012,6700,"Waco",20,21,95.2,"90.1 - 100%"
"1950",2016,2012,6093,"Solon",107,111,96.4,"90.1 - 100%"
"1951",2011,2007,6615,"Van Meter",56,57,98.3,"90.1 - 100%"
"1952",2011,2007,3154,"Iowa Valley",45,52,86.5,"80.1 - 90%"
"1953",2016,2012,846,"Brooklyn-Guernsey-Malcom",54,54,100,"90.1 - 100%"
"1954",2012,2008,6759,"Wapello",39,45,86.7,"80.1 - 90%"
"1955",2017,2013,3942,"Madrid",54,55,98.2,"90.1 - 100%"
"1956",2015,2011,1926,"Durant",42,46,91.3,"90.1 - 100%"
"1957",2012,2008,3906,"Lynnville-Sully",41,43,95.4,"90.1 - 100%"
"1958",2016,2012,2097,"English Valleys",31,35,88.6,"80.1 - 90%"
"1959",2010,2006,873,"North Iowa",37,44,84.1,"80.1 - 90%"
"1960",2009,2005,6219,"Storm Lake",87,156,55.8,"50.1 - 60%"
"1961",2016,2012,1965,"Easton Valley",32,36,88.9,"80.1 - 90%"
"1962",2009,2005,4068,"Marcus-Meriden-Cleghorn",31,33,93.9,"90.1 - 100%"
"1963",2012,2008,2088,"Emmetsburg",44,46,95.7,"90.1 - 100%"
"1964",2010,2006,2826,"Harlan",132,145,91,"90.1 - 100%"
"1965",2012,2008,2673,"Nodaway Valley",57,58,98.3,"90.1 - 100%"
"1966",2010,2006,6750,"Walnut",11,13,84.6,"80.1 - 90%"
"1967",2012,2008,6012,"Sigourney",39,43,90.7,"90.1 - 100%"
"1968",2015,2011,4212,"Melcher-Dallas",22,24,91.7,"90.1 - 100%"
"1969",2013,2009,2097,"English Valleys",32,33,97,"90.1 - 100%"
"1970",2010,2006,6950,"West Delaware County",129,137,94.2,"90.1 - 100%"
"1971",2011,2007,4890,"Okoboji",66,71,93,"90.1 - 100%"
"1972",2015,2011,4446,"Monticello",72,80,90,"80.1 - 90%"
"1974",2012,2008,1701,"Denison",134,159,84.3,"80.1 - 90%"
"1976",2010,2006,5508,"Riceville",29,32,90.6,"90.1 - 100%"
"1977",2013,2009,4023,"Manson Northwest Webster",41,43,95.4,"90.1 - 100%"
"1978",2013,2009,6579,"Urbandale",261,280,93.2,"90.1 - 100%"
"1979",2012,2008,2682,"GMG",32,35,91.4,"90.1 - 100%"
"1980",2011,2007,7038,"Wilton",59,67,88.1,"80.1 - 90%"
"1981",2015,2011,1368,"Columbus",50,58,86.2,"80.1 - 90%"
"1982",2010,2006,6003,"Sidney",36,40,90,"80.1 - 90%"
"1983",2010,2006,1503,"Creston",108,121,89.3,"80.1 - 90%"
"1984",2012,2008,4725,"Newton",191,206,92.7,"90.1 - 100%"
"1985",2011,2007,4572,"Murray",25,28,89.3,"80.1 - 90%"
"1986",2015,2011,153,"North Butler",43,44,97.7,"90.1 - 100%"
"1987",2013,2009,1476,"Council Bluffs",522,616,84.7,"80.1 - 90%"
"1988",2013,2009,355,"Ar-We-Va",27,27,100,"90.1 - 100%"
"1989",2012,2008,414,"Audubon",47,49,95.9,"90.1 - 100%"
"1990",2013,2009,4772,"Central Springs",68,72,94.4,"90.1 - 100%"
"1991",2009,2005,540,"BCLUW",59,61,96.7,"90.1 - 100%"
"1992",2016,2012,4023,"Manson Northwest Webster",54,57,94.7,"90.1 - 100%"
"1993",2013,2009,472,"Ballard",106,108,98.2,"90.1 - 100%"
"1994",2013,2009,5337,"Preston",27,30,90,"80.1 - 90%"
"1995",2009,2005,513,"Baxter",34,37,91.9,"90.1 - 100%"
"1996",2009,2005,936,"Camanche",72,85,84.7,"80.1 - 90%"
"1997",2016,2012,4041,"Maquoketa",116,129,89.9,"80.1 - 90%"
"1998",2009,2005,1233,"Clear Lake",104,111,93.7,"90.1 - 100%"
"1999",2009,2005,1337,"College",229,276,83,"80.1 - 90%"
"2000",2012,2008,6840,"Waverly-Shell Rock",150,157,95.5,"90.1 - 100%"
"2001",2014,2010,6592,"Van Buren",48,53,90.6,"90.1 - 100%"
"2002",2012,2008,6992,"Westwood",47,54,87,"80.1 - 90%"
"2003",2016,2012,2709,"Grinnell-Newburg",103,115,89.6,"80.1 - 90%"
"2004",2016,2012,18,"Adair-Casey",26,27,96.3,"90.1 - 100%"
"2005",2015,2011,5325,"Prairie Valley",75,77,97.4,"90.1 - 100%"
"2006",2015,2011,549,"Bedford",33,34,97.1,"90.1 - 100%"
"2007",2012,2008,6854,"Wayne",44,46,95.7,"90.1 - 100%"
"2008",2011,2007,549,"Bedford",37,41,90.2,"90.1 - 100%"
"2009",2014,2010,1368,"Columbus",57,67,85.1,"80.1 - 90%"
"2011",2011,2007,4131,"Mason City",240,279,86,"80.1 - 90%"
"2012",2012,2008,1116,"Charles City",112,130,86.2,"80.1 - 90%"
"2013",2014,2010,1332,"Colfax-Mingo",46,51,90.2,"90.1 - 100%"
"2014",2012,2008,846,"Brooklyn-Guernsey-Malcom",50,51,98,"90.1 - 100%"
"2015",2009,2005,27,"Adel-DeSoto-Minburn",106,116,91.4,"90.1 - 100%"
"2016",2009,2005,5697,"Rudd-Rockford-Marble Rk",47,48,97.9,"90.1 - 100%"
"2017",2017,2013,918,"Calamus-Wheatland",43,43,100,"90.1 - 100%"
"2018",2012,2008,6943,"West Central",25,25,100,"90.1 - 100%"
"2019",2014,2010,5643,"Roland-Story",69,71,97.2,"90.1 - 100%"
"2020",2013,2009,3978,"East Mills",35,37,94.6,"90.1 - 100%"
"2021",2016,2012,4086,"Marion Independent",135,144,93.8,"90.1 - 100%"
"2022",2014,2010,1926,"Durant",42,52,80.8,"80.1 - 90%"
"2023",2009,2005,576,"Belle Plaine",52,62,83.9,"80.1 - 90%"
"2024",2014,2010,4149,"MOC-Floyd Valley",103,106,97.2,"90.1 - 100%"
"2025",2014,2010,5121,"Panorama",61,62,98.4,"90.1 - 100%"
"2026",2017,2013,6854,"Wayne",33,37,89.2,"80.1 - 90%"
"2027",2009,2005,99,"Alburnett",58,63,92.1,"90.1 - 100%"
"2028",2013,2009,6030,"Sioux Center",51,65,78.5,"70.1 - 80%"
"2029",2010,2006,3906,"Lynnville-Sully",38,38,100,"90.1 - 100%"
"2030",2011,2007,6992,"Westwood",49,50,98,"90.1 - 100%"
"2031",2017,2013,1970,"East Union",37,42,88.1,"80.1 - 90%"
"2032",2009,2005,2466,"Gilbert",78,82,95.1,"90.1 - 100%"
"2033",2014,2010,27,"Adel-DeSoto-Minburn",105,106,99.1,"90.1 - 100%"
"2034",2017,2013,2511,"Glenwood",136,141,96.5,"90.1 - 100%"
"2035",2017,2013,4271,"Mid-Prairie",81,92,88,"80.1 - 90%"
"2036",2009,2005,916,"CAL",24,25,96,"90.1 - 100%"
"2037",2009,2005,3537,"Laurens-Marathon",35,36,97.2,"90.1 - 100%"
"2038",2014,2010,4269,"Midland",24,27,88.9,"80.1 - 90%"
"2041",2010,2006,1449,"Corwith-Wesley",17,18,94.4,"90.1 - 100%"
"2042",2009,2005,2718,"Griswold",43,44,97.7,"90.1 - 100%"
"2043",2017,2013,2718,"Griswold",42,42,100,"90.1 - 100%"
"2044",2015,2011,3816,"Lone Tree",38,39,97.4,"90.1 - 100%"
"2045",2016,2012,3330,"Keota",16,17,94.1,"90.1 - 100%"
"2046",2009,2005,747,"Boyden-Hull",35,37,94.6,"90.1 - 100%"
"2047",2014,2010,2718,"Griswold",48,49,98,"90.1 - 100%"
"2048",2017,2013,6759,"Wapello",54,65,83.1,"80.1 - 90%"
"2049",2009,2005,6095,"South Hamilton",64,71,90.1,"90.1 - 100%"
"2050",2010,2006,1908,"Dunkerton",28,30,93.3,"90.1 - 100%"
"2051",2017,2013,6592,"Van Buren",36,39,92.3,"90.1 - 100%"
"2052",2014,2010,1215,"Clarksville",21,21,100,"90.1 - 100%"
"2053",2010,2006,2673,"Nodaway Valley",56,58,96.6,"90.1 - 100%"
"2054",2013,2009,3600,"Le Mars",160,165,97,"90.1 - 100%"
"2055",2010,2006,6592,"Van Buren",58,59,98.3,"90.1 - 100%"
"2056",2016,2012,1350,"Collins-Maxwell",23,24,95.8,"90.1 - 100%"
"2057",2010,2006,2376,"Galva-Holstein",28,29,96.6,"90.1 - 100%"
"2058",2015,2011,6579,"Urbandale",275,281,97.9,"90.1 - 100%"
"2059",2011,2007,7029,"Williamsburg",100,102,98,"90.1 - 100%"
"2060",2015,2011,6095,"South Hamilton",52,57,91.2,"90.1 - 100%"
"2061",2017,2013,3715,"Linn-Mar",440,478,92.1,"90.1 - 100%"
"2062",2014,2010,2862,"Hartley-Melvin-Sanborn",40,45,88.9,"80.1 - 90%"
"2063",2016,2012,594,"Belmond-Klemme",45,47,95.7,"90.1 - 100%"
"2064",2013,2009,3420,"Lake Mills",40,40,100,"90.1 - 100%"
"2065",2014,2010,5049,"Ottumwa",288,322,89.4,"80.1 - 90%"
"2066",2009,2005,1079,"Central Lee",76,80,95,"90.1 - 100%"
"2067",2011,2007,4617,"Nevada",108,115,93.9,"90.1 - 100%"
"2068",2012,2008,3150,"Iowa Falls",86,94,91.5,"90.1 - 100%"
"2069",2011,2007,5139,"Paton-Churdan",10,10,100,"90.1 - 100%"
"2070",2013,2009,1917,"Boyer Valley",29,32,90.6,"90.1 - 100%"
"2071",2010,2006,6961,"Western Dubuque",236,238,99.2,"90.1 - 100%"
"2072",2015,2011,916,"CAL",18,20,90,"80.1 - 90%"
"2073",2015,2011,1576,"Dallas Center-Grimes",164,172,95.4,"90.1 - 100%"
"2074",2010,2006,1413,"Coon Rapids-Bayard",27,31,87.1,"80.1 - 90%"
"2075",2011,2007,4978,"Orient-Macksburg",14,14,100,"90.1 - 100%"
"2076",2016,2012,7038,"Wilton",50,53,94.3,"90.1 - 100%"
"2077",2015,2011,2295,"Forest City",84,89,94.4,"90.1 - 100%"
"2078",2016,2012,2977,"Highland",31,40,77.5,"70.1 - 80%"
"2079",2015,2011,261,"Ankeny",563,602,93.5,"90.1 - 100%"
"2080",2016,2012,4437,"Montezuma",22,23,95.7,"90.1 - 100%"
"2081",2013,2009,1233,"Clear Lake",121,123,98.4,"90.1 - 100%"
"2082",2015,2011,1917,"Boyer Valley",32,33,97,"90.1 - 100%"
"2083",2010,2006,621,"Bettendorf",341,370,92.2,"90.1 - 100%"
"2084",2013,2009,5463,"Red Oak",84,97,86.6,"80.1 - 90%"
"2085",2011,2007,4644,"Newell-Fonda",40,41,97.6,"90.1 - 100%"
"2086",2016,2012,981,"Carlisle",148,157,94.3,"90.1 - 100%"
"2087",2009,2005,1965,"East Central",31,34,91.2,"90.1 - 100%"
"2088",2017,2013,7056,"Winterset",129,134,96.3,"90.1 - 100%"
"2089",2014,2010,225,"Ames",296,320,92.5,"90.1 - 100%"
"2090",2013,2009,2205,"Farragut",33,33,100,"90.1 - 100%"
"2091",2013,2009,5508,"Riceville",18,18,100,"90.1 - 100%"
"2093",2013,2009,5283,"Pocahontas Area",46,49,93.9,"90.1 - 100%"
"2094",2011,2007,5510,"Riverside",38,41,92.7,"90.1 - 100%"
"2095",2017,2013,5250,"Pleasant Valley",292,300,97.3,"90.1 - 100%"
"2096",2013,2009,4725,"Newton",201,213,94.4,"90.1 - 100%"
"2097",2017,2013,4869,"Oelwein",84,93,90.3,"90.1 - 100%"
"2098",2017,2013,6700,"Waco",28,32,87.5,"80.1 - 90%"
"2099",2010,2006,1602,"Danville",44,48,91.7,"90.1 - 100%"
"2100",2010,2006,6591,"Valley",44,47,93.6,"90.1 - 100%"
"2101",2015,2011,6961,"Western Dubuque",266,271,98.2,"90.1 - 100%"
"2102",2014,2010,6093,"Solon",136,141,96.5,"90.1 - 100%"
"2103",2017,2013,4086,"Marion Independent",141,151,93.4,"90.1 - 100%"
"2104",2017,2013,153,"North Butler",36,38,94.7,"90.1 - 100%"
"2105",2017,2013,234,"Anamosa",84,89,94.4,"90.1 - 100%"
"2107",2012,2008,6957,"West Des Moines",631,683,92.4,"90.1 - 100%"
"2108",2011,2007,4203,"Mediapolis",57,68,83.8,"80.1 - 90%"
"2109",2009,2005,3029,"Howard-Winneshiek",107,119,89.9,"80.1 - 90%"
"2110",2016,2012,2556,"Graettinger-Terril",21,21,100,"90.1 - 100%"
"2111",2015,2011,1989,"Edgewood-Colesburg",41,42,97.6,"90.1 - 100%"
"2112",2015,2011,6012,"Sigourney",41,44,93.2,"90.1 - 100%"
"2113",2017,2013,3312,"Keokuk",140,155,90.3,"90.1 - 100%"
"2114",2012,2008,5049,"Ottumwa",247,305,81,"80.1 - 90%"
"2115",2009,2005,6408,"Tipton",76,79,96.2,"90.1 - 100%"
"2116",2012,2008,4644,"Newell-Fonda",33,34,97.1,"90.1 - 100%"
"2117",2017,2013,6930,"West Branch",47,50,94,"90.1 - 100%"
"2118",2009,2005,423,"Aurelia",23,23,100,"90.1 - 100%"
"2119",2009,2005,135,"Allamakee",116,117,99.2,"90.1 - 100%"
"2120",2011,2007,4775,"Northeast Hamilton",26,27,96.3,"90.1 - 100%"
"2121",2010,2006,6633,"Ventura",27,28,96.4,"90.1 - 100%"
"2122",2011,2007,243,"Andrew",25,26,96.2,"90.1 - 100%"
"2123",2010,2006,2556,"Graettinger",21,22,95.5,"90.1 - 100%"
"2124",2011,2007,4271,"Mid-Prairie",74,91,81.3,"80.1 - 90%"
"2125",2015,2011,4491,"Moravia",17,19,89.5,"80.1 - 90%"
"2126",2012,2008,279,"Aplington-Parkersburg",67,68,98.5,"90.1 - 100%"
"2127",2017,2013,6943,"West Central",20,20,100,"90.1 - 100%"
"2128",2015,2011,4689,"New London",32,36,88.9,"80.1 - 90%"
"2129",2016,2012,747,"Boyden-Hull",44,47,93.6,"90.1 - 100%"
"2130",2014,2010,3798,"Logan-Magnolia",44,47,93.6,"90.1 - 100%"
"2131",2011,2007,4878,"Ogden",62,64,96.9,"90.1 - 100%"
"2132",2015,2011,6822,"Waukee",435,442,98.4,"90.1 - 100%"
"2133",2012,2008,4779,"North Polk",89,91,97.8,"90.1 - 100%"
"2134",2016,2012,2511,"Glenwood",147,149,98.7,"90.1 - 100%"
"2135",2013,2009,4890,"Okoboji",67,71,94.4,"90.1 - 100%"
"2136",2012,2008,6039,"Sioux City",752,888,84.7,"80.1 - 90%"
"2138",2013,2009,6102,"Spencer",123,137,89.8,"80.1 - 90%"
"2139",2010,2006,1221,"Clear Creek Amana",94,104,90.4,"90.1 - 100%"
"2140",2014,2010,1080,"Central",35,36,97.2,"90.1 - 100%"
"2141",2012,2008,3609,"Lenox",22,25,88,"80.1 - 90%"
"2142",2012,2008,153,"North Butler",40,41,97.6,"90.1 - 100%"
"2143",2009,2005,4860,"Odebolt-Arthur",34,34,100,"90.1 - 100%"
"2144",2010,2006,6840,"Waverly-Shell Rock",162,173,93.6,"90.1 - 100%"
"2145",2017,2013,1791,"Dike-New Hartford",73,76,96.1,"90.1 - 100%"
"2146",2014,2010,819,"West Hancock",40,43,93,"90.1 - 100%"
"2147",2015,2011,1206,"Clarion-Goldfield-Dows",67,69,97.1,"90.1 - 100%"
"2148",2012,2008,4068,"Marcus-Meriden-Cleghorn",36,41,87.8,"80.1 - 90%"
"2149",2017,2013,4644,"Newell-Fonda",26,28,92.9,"90.1 - 100%"
"2150",2011,2007,6795,"Waterloo",567,734,77.3,"70.1 - 80%"
"2151",2010,2006,5823,"Schaller-Crestland",22,22,100,"90.1 - 100%"
"2152",2014,2010,3114,"Indianola",246,254,96.9,"90.1 - 100%"
"2153",2016,2012,2403,"Garner-Hayfield-Ventura",93,97,95.9,"90.1 - 100%"
"2154",2014,2010,585,"Bellevue",54,55,98.2,"90.1 - 100%"
"2155",2012,2008,4356,"Missouri Valley",59,65,90.8,"90.1 - 100%"
"2156",2013,2009,1221,"Clear Creek Amana",98,113,86.7,"80.1 - 90%"
"2157",2012,2008,2457,"George-Little Rock",33,34,97.1,"90.1 - 100%"
"2158",2017,2013,1044,"Cedar Falls",356,370,96.2,"90.1 - 100%"
"2159",2017,2013,5510,"Riverside",37,39,94.9,"90.1 - 100%"
"2160",2009,2005,5013,"Oskaloosa",171,205,83.4,"80.1 - 90%"
"2161",2015,2011,2709,"Grinnell-Newburg",108,121,89.3,"80.1 - 90%"
"2162",2017,2013,4518,"Moulton-Udell",21,22,95.5,"90.1 - 100%"
"2163",2011,2007,4269,"Midland",30,33,90.9,"90.1 - 100%"
"2164",2010,2006,1359,"Colo-Nesco",38,40,95,"90.1 - 100%"
"2165",2012,2008,6700,"Waco",29,29,100,"90.1 - 100%"
"2166",2014,2010,2709,"Grinnell-Newburg",127,145,87.6,"80.1 - 90%"
"2167",2009,2005,5895,"Seymour",15,21,71.4,"70.1 - 80%"
"2168",2010,2006,4212,"Melcher-Dallas",34,37,91.9,"90.1 - 100%"
"2169",2009,2005,5310,"Postville",37,46,80.4,"80.1 - 90%"
"2170",2012,2008,4774,"North Fayette",68,72,94.4,"90.1 - 100%"
"2171",2009,2005,5994,"Sibley-Ocheyedan",82,92,89.1,"80.1 - 90%"
"2172",2010,2006,916,"CAL",21,23,91.3,"90.1 - 100%"
"2173",2013,2009,6943,"West Central",23,23,100,"90.1 - 100%"
"2174",2015,2011,1053,"Cedar Rapids",973,1167,83.4,"80.1 - 90%"
"2175",2015,2011,3465,"Lamoni",30,30,100,"90.1 - 100%"
"2176",2012,2008,6651,"Villisca",22,25,88,"80.1 - 90%"
"2177",2012,2008,1989,"Edgewood-Colesburg",54,56,96.4,"90.1 - 100%"
"2178",2010,2006,4149,"MOC-Floyd Valley",103,106,97.2,"90.1 - 100%"
"2179",2014,2010,1095,"Central Lyon",30,31,96.8,"90.1 - 100%"
"2180",2014,2010,135,"Allamakee",90,92,97.8,"90.1 - 100%"
"2181",2016,2012,3312,"Keokuk",129,145,89,"80.1 - 90%"
"2182",2011,2007,423,"Aurelia",11,12,91.7,"90.1 - 100%"
"2183",2010,2006,5310,"Postville",51,59,86.4,"80.1 - 90%"
"2184",2014,2010,2457,"George-Little Rock",29,30,96.7,"90.1 - 100%"
"2185",2013,2009,1413,"Coon Rapids-Bayard",21,21,100,"90.1 - 100%"
"2186",2010,2006,1638,"Decorah",131,133,98.5,"90.1 - 100%"
"2187",2015,2011,1975,"River Valley",22,22,100,"90.1 - 100%"
"2188",2012,2008,472,"Ballard",113,115,98.3,"90.1 - 100%"
"2189",2017,2013,6100,"South Winneshiek",53,55,96.4,"90.1 - 100%"
"2190",2011,2007,4581,"Muscatine",318,383,83,"80.1 - 90%"
"2191",2012,2008,171,"Alta",61,63,96.8,"90.1 - 100%"
"2192",2011,2007,1337,"College",259,303,85.5,"80.1 - 90%"
"2193",2017,2013,6120,"Spirit Lake",114,122,93.4,"90.1 - 100%"
"2194",2009,2005,1211,"Clarke",79,105,75.2,"70.1 - 80%"
"2195",2013,2009,5895,"Seymour",14,16,87.5,"80.1 - 90%"
"2196",2012,2008,1737,"Des Moines Independent",1522,1923,79.2,"70.1 - 80%"
"2197",2011,2007,1968,"East Marshall",63,66,95.5,"90.1 - 100%"
"2198",2011,2007,3348,"Kingsley-Pierson",28,31,90.3,"90.1 - 100%"
