County,AEA,District,District.Name,Graduation.Year,Diploma.Count,Private.4-Year.College,Public.4-Year.College,Private.2-Year.College,Community.College,Other.Training,Employment,Homemaker,Military,Unknown
18,12,1152,Cherokee Comm School District,2016,61,6,27,15,0,0,9,0,3,1
73,13,1197,Clarinda Comm School District,2016,77,4,24,30,0,4,12,0,3,0
99,5,1206,Clarion-Goldfield-Dows Comm School District,2016,73,3,11,41,2,0,5,0,1,9
20,13,1211,Clarke Comm School District,2016,74,5,11,32,0,1,19,0,2,4
12,7,1215,Clarksville Comm School District,2016,18,3,5,6,0,0,4,0,0,0
21,5,1218,Clay Central-Everly Comm School District,2016,21,3,0,12,0,0,4,0,0,2
52,10,1221,Clear Creek Amana Comm School District,2016,144,9,42,58,2,3,23,0,4,3
17,7,1233,Clear Lake Comm School District,2016,64,8,21,26,0,0,4,0,5,0
23,9,1278,Clinton Comm School District,2016,250,23,37,118,0,22,41,0,9,0
50,11,1332,Colfax-Mingo Comm School District,2016,38,6,7,18,0,0,5,0,1,1
57,10,1337,College Comm School District,2016,342,58,114,93,3,8,20,0,12,34
85,11,1350,Collins-Maxwell Comm School District,2016,36,3,7,22,0,1,2,0,0,1
85,11,1359,Colo-NESCO Comm School District,2016,35,5,9,9,0,0,8,0,2,2
58,9,1368,Columbus Comm School District,2016,51,2,6,32,0,3,5,2,0,1
14,11,1413,Coon Rapids-Bayard Comm School District,2016,28,4,3,14,2,0,5,0,0,0
2,13,1431,Corning Comm School District,2016,54,5,5,31,0,1,7,0,4,1
78,13,1476,Council Bluffs Comm School District,2016,588,30,112,235,2,14,123,3,24,43
88,13,1503,Creston Comm School District,2016,98,16,26,34,1,0,17,1,2,1
25,11,1576,Dallas Center-Grimes Comm School District,2016,183,21,63,77,0,4,9,0,4,5
29,15,1602,Danville Comm School District,2016,48,7,4,27,0,0,8,0,2,0
82,9,1611,Davenport Comm School District,2016,972,66,209,398,7,51,108,2,42,89
26,15,1619,Davis County Comm School District,2016,96,9,21,43,1,5,13,0,4,0
96,1,1638,Decorah Community School District,2016,124,32,37,41,2,1,9,0,1,1
23,9,1675,Delwood Comm School District,2016,,,,,,,,,,
24,12,1701,Denison Comm School District,2016,186,16,37,70,0,2,30,0,2,29
9,7,1719,Denver Comm School District,2016,53,6,28,15,0,0,3,0,1,0
77,11,1737,Des Moines Independent Comm School District,2016,"1,891",182,422,599,28,48,123,6,38,445
80,13,1782,Diagonal Comm School District,2016,9,0,0,9,0,0,0,0,0,0
38,7,1791,Dike-New Hartford Comm School District,2016,71,6,31,28,0,2,3,0,0,1
31,1,1863,Dubuque Comm School District,2016,764,135,190,246,5,29,130,4,20,5
7,7,1908,Dunkerton Comm School District,2016,28,2,10,10,0,0,6,0,0,0
43,13,1917,Boyer Valley Comm School District,2016,33,3,5,22,0,0,2,0,1,0
16,9,1926,Durant Comm School District,2016,43,8,8,22,0,0,5,0,0,0
99,5,1944,Eagle Grove Comm School District,2016,58,3,8,29,0,1,9,0,3,5
61,11,1953,Earlham Comm School District,2016,48,8,10,19,0,1,7,0,3,0
10,7,1963,East Buchanan Comm School District,2016,35,6,5,10,1,0,10,0,3,0
49,9,1965,Easton Valley Comm School District,2016,45,0,9,21,1,5,5,0,1,3
64,7,1968,East Marshall Comm School District,2016,62,6,16,31,0,0,3,0,6,0
88,13,1970,East Union Comm School District,2016,35,0,9,17,0,2,6,0,1,0
3,1,1972,Eastern Allamakee Comm School District,2016,41,2,13,19,1,2,3,0,0,1
97,12,1975,River Valley Comm School District,2016,24,2,6,10,0,1,4,0,0,1
28,1,1989,Edgewood-Colesburg Comm School District,2016,36,2,10,18,1,0,3,0,0,2
42,7,2007,Eldora-New Providence Comm School District,2016,68,11,10,30,0,3,4,1,3,6
74,5,2088,Emmetsburg Comm School District,2016,55,5,9,28,0,2,7,0,2,2
48,10,2097,English Valleys Comm School District,2016,38,1,6,16,0,0,7,0,3,5
73,13,2113,Essex Comm School District,2016,32,2,3,16,0,0,9,0,1,1
32,5,2124,Estherville Lincoln Central Com Sch Dist,2016,90,3,14,48,1,3,19,0,2,0
83,11,2151,Exira-Elk Horn- Kimballton Comm Sch Dist,2016,44,4,9,22,2,2,4,0,0,1
51,15,2169,Fairfield Comm School District,2016,114,15,26,46,0,4,7,0,2,14
95,7,2295,Forest City Comm School District,2016,83,14,18,28,0,0,18,0,4,1
94,5,2313,Fort Dodge Comm School District,2016,224,8,36,131,0,4,22,1,5,17
56,15,2322,Fort Madison Comm School District,2016,138,8,19,57,0,4,33,1,10,6
36,13,2369,Fremont-Mills Comm School District,2016,38,3,8,17,0,2,2,0,0,6
47,12,2376,Galva-Holstein Comm School District,2016,40,4,9,17,0,0,9,0,1,0
41,7,2403,Garner-Hayfield-Ventura Comm School District,2016,85,3,22,43,0,1,13,0,2,1
60,12,2457,George-Little Rock Comm School District,2016,34,5,5,14,0,0,7,0,1,2
85,11,2466,Gilbert Comm School District,2016,107,9,69,16,0,0,4,0,2,7
46,5,2493,Gilmore City-Bradgate Comm School District,2016,,,,,,,,,,
38,7,2502,Gladbrook-Reinbeck Comm School District,2016,39,6,8,18,0,3,3,0,0,1
65,13,2511,Glenwood Comm School District,2016,140,8,41,50,0,11,8,0,5,17
14,11,2520,Glidden-Ralston Comm School District,2016,30,0,12,11,0,2,2,0,3,0
74,5,2556,Graettinger-Terril Comm School District,2016,26,0,6,16,0,0,4,0,0,0
1,13,2673,Nodaway Valley Comm School District,2016,52,10,15,16,0,1,3,0,1,6
86,7,2682,GMG Comm School District,2016,36,0,6,23,3,0,4,0,0,0
79,7,2709,Grinnell-Newburg Comm School District,2016,99,23,22,34,2,5,9,0,2,2
15,13,2718,Griswold Comm School District,2016,43,5,10,16,0,3,6,0,2,1
38,7,2727,Grundy Center Comm School District,2016,50,3,15,25,0,2,4,0,0,1
39,11,2754,Guthrie Center Comm School District,2016,49,5,10,14,0,3,13,0,2,2
22,1,2763,Clayton Ridge Comm School District,2016,65,12,12,15,0,2,13,0,5,6
48,10,2766,H-L-V Comm School District,2016,23,1,10,5,2,0,3,0,2,0
36,13,2772,Hamburg Comm School District,2016,,,,,,,,,,
35,7,2781,Hampton-Dumont Comm School District,2016,77,2,12,44,3,0,10,0,0,6
83,13,2826,Harlan Comm School District,2016,126,12,46,35,3,3,16,0,7,4
89,15,2834,Harmony Comm School District,2016,,,,,,,,,,
30,5,2846,Harris-Lake Park Comm School District,2016,25,0,8,11,0,1,4,0,1,0
71,12,2862,Hartley-Melvin-Sanborn Comm School District,2016,44,5,9,23,1,0,1,2,2,1
92,10,2977,Highland Comm School District,2016,54,1,14,26,0,0,7,0,0,6
75,12,2988,Hinton Comm School District,2016,60,13,21,15,0,0,9,0,2,0
45,1,3029,Howard-Winneshiek Comm School District,2016,106,12,28,47,0,1,16,0,1,1
42,7,3033,Hubbard-Radcliffe Comm School District,2016,,,,,,,,,,
7,7,3042,Hudson Comm School District,2016,34,1,18,9,0,0,3,0,2,1
46,5,3060,Humboldt Comm School District,2016,118,20,33,49,0,6,5,0,2,3
10,7,3105,Independence Comm School District,2016,110,4,34,49,0,0,13,0,1,9
91,11,3114,Indianola Comm School District,2016,264,51,68,94,0,12,23,0,2,14
61,11,3119,Interstate 35 Comm School District,2016,53,8,11,23,0,3,4,0,4,0
52,10,3141,Iowa City Comm School District,2016,890,151,368,228,1,13,41,0,7,81
42,7,3150,Iowa Falls Comm School District,2016,99,11,27,40,0,1,14,0,4,2
48,10,3154,Iowa Valley Comm School District,2016,29,4,7,12,1,0,4,0,0,1
14,13,3168,IKM-Manning Comm School District,2016,54,7,18,24,0,0,4,0,1,0
9,7,3186,Janesville Consolidated School District,2016,21,4,9,8,0,0,0,0,0,0
37,5,3195,Greene County Comm School District,2016,90,2,21,39,0,2,20,0,4,2
10,7,3204,Jesup Comm School District,2016,42,3,9,24,0,1,3,0,2,0
77,11,3231,Johnston Comm School District,2016,490,63,215,147,1,11,36,0,4,13
56,15,3312,Keokuk Comm School District,2016,152,9,33,49,2,7,15,1,11,25
54,15,3330,Keota Comm School District,2016,17,0,6,9,0,0,0,0,2,0
75,12,3348,Kingsley-Pierson Comm School District,2016,36,2,16,13,0,1,4,0,0,0
63,11,3375,Knoxville Comm School District,2016,132,18,34,47,0,10,16,1,3,3
95,7,3420,Lake Mills Comm School District,2016,51,8,13,25,1,0,3,0,0,1
27,13,3465,Lamoni Comm School District,2016,14,5,4,3,0,1,0,0,0,1
76,5,3537,Laurens-Marathon Comm School District,2016,13,1,4,5,0,0,1,0,0,2
97,12,3555,Lawton-Bronson Comm School District,2016,39,6,18,10,1,0,3,0,1,0
75,12,3600,Le Mars Comm School District,2016,151,13,49,61,0,0,16,0,2,10
87,13,3609,Lenox Comm School District,2016,35,0,7,15,0,1,8,0,1,3
78,13,3645,Lewis Central Comm School District,2016,196,14,69,68,0,13,15,0,15,2
16,10,3691,North Cedar Comm School District,2016,64,9,11,22,1,6,13,0,2,0
57,10,3715,Linn-Mar Comm School District,2016,462,57,219,115,0,23,14,0,14,20
57,10,3744,Lisbon Comm School District,2016,40,11,15,10,0,0,4,0,0,0
43,13,3798,Logan-Magnolia Comm School District,2016,41,3,12,20,0,0,3,0,3,0
52,10,3816,Lone Tree Comm School District,2016,27,1,9,10,0,0,6,0,0,1
58,9,3841,Louisa-Muscatine Comm School District,2016,51,9,6,26,0,2,7,0,1,0
55,5,3897,LuVerne Comm School District,2016,,,,,,,,,,
50,11,3906,Lynnville-Sully Comm School District,2016,33,7,9,12,1,2,2,0,0,0
8,11,3942,Madrid Comm School District,2016,56,5,14,17,0,4,7,0,9,0
65,13,3978,East Mills Comm School District,2016,37,2,5,16,0,1,8,0,0,5
13,5,4023,Manson Northwest Webster Comm School District,2016,47,2,11,28,0,0,3,0,1,2
67,12,4033,Maple Valley-Anthon Oto Comm School District,2016,43,6,9,21,0,1,5,0,1,0
49,9,4041,Maquoketa Comm School District,2016,133,14,24,50,0,10,23,0,8,4
28,1,4043,Maquoketa Valley Comm School District,2016,52,3,11,26,1,0,10,0,1,0
18,12,4068,Marcus-Meriden-Cleghorn Comm School District,2016,35,4,4,21,0,1,4,0,1,0
57,10,4086,Marion Independent School District,2016,142,18,37,59,0,7,12,0,6,3
64,7,4104,Marshalltown Comm School District,2016,311,15,71,120,2,5,28,1,6,63
91,11,4122,Martensdale-St Marys Comm School District,2016,41,7,8,14,0,0,10,0,2,0
17,7,4131,Mason City Comm School District,2016,233,21,46,112,1,6,28,0,7,12
84,12,4149,MOC-Floyd Valley Comm School District,2016,111,28,24,28,0,1,26,0,2,2
29,15,4203,Mediapolis Comm School District,2016,61,2,18,27,0,0,8,0,6,0
63,11,4212,Melcher-Dallas Comm School District,2016,19,0,6,5,0,3,5,0,0,0
53,10,4269,Midland Comm School District,2016,30,3,2,13,1,1,5,0,1,4
92,10,4271,Mid-Prairie Comm School District,2016,93,6,27,33,0,0,23,0,1,3
43,13,4356,Missouri Valley Comm School District,2016,57,3,18,20,0,2,11,0,0,3
22,1,4419,MFL MarMac Comm School District,2016,53,11,8,16,0,5,11,1,1,0
79,7,4437,Montezuma Comm School District,2016,50,8,9,23,0,2,3,0,2,3
53,10,4446,Monticello Comm School District,2016,64,5,21,16,2,1,5,0,5,9
4,15,4491,Moravia Comm School District,2016,27,2,4,18,0,0,3,0,0,0
93,13,4505,Mormon Trail Comm School District,2016,13,1,1,6,0,0,5,0,0,0
58,15,4509,Morning Sun Comm School District,2016,,,,,,,,,,
4,15,4518,Moulton-Udell Comm School District,2016,21,1,6,10,1,1,2,0,0,0
80,13,4527,Mount Ayr Comm School District,2016,37,3,9,13,0,2,9,0,1,0
44,15,4536,Mount Pleasant Comm School District,2016,150,15,45,55,1,5,14,1,6,8
57,10,4554,Mount Vernon Comm School District,2016,103,29,37,26,0,1,4,0,5,1
20,13,4572,Murray Comm School District,2016,26,4,5,14,0,2,0,0,1,0
70,9,4581,Muscatine Comm School District,2016,328,27,87,128,4,7,18,0,13,44
9,7,4599,Nashua-Plainfield Comm School District,2016,35,0,4,18,0,0,9,0,3,1
85,11,4617,Nevada Comm School District,2016,106,4,31,41,1,3,9,0,2,15
11,5,4644,Newell-Fonda Comm School District,2016,26,6,5,12,0,1,0,0,0,2
19,1,4662,New Hampton Comm School District,2016,74,9,21,32,0,1,7,0,3,1
44,15,4689,New London Comm School District,2016,35,2,3,18,0,2,3,0,0,7
50,11,4725,Newton Comm School District,2016,173,12,41,65,0,7,36,1,10,1
98,7,4772,Central Springs Comm School District,2016,60,1,9,45,0,0,4,0,1,0
23,9,4773,Northeast Comm School District,2016,78,3,35,25,0,1,2,0,0,12
33,1,4774,North Fayette Comm School District,2016,80,15,27,21,0,2,10,0,2,3
40,5,4775,Northeast Hamilton Comm School District,2016,,,,,,,,,,
62,15,4776,North Mahaska Comm School District,2016,68,66,0,2,0,0,0,0,0,0
57,10,4777,North Linn Comm School District,2016,46,4,14,18,0,1,9,0,0,0
55,5,4778,North Kossuth Comm School District,2016,,,,,,,,,,
77,11,4779,North Polk Comm School District,2016,88,14,31,28,0,2,9,0,4,0
82,9,4784,North Scott Comm School District,2016,213,30,67,74,0,8,10,0,10,14
86,7,4785,North Tama County Comm School District,2016,35,3,7,13,0,2,6,0,2,2
96,1,4787,North Winneshiek Comm School District,2016,,,,,,,,,,
98,7,4788,Northwood-Kensett Comm School District,2016,41,2,13,21,0,3,1,0,0,1
91,11,4797,Norwalk Comm School District,2016,186,41,69,47,0,3,14,0,10,2
81,5,4860,Odebolt-Arthur Comm School District,2016,,,,,,,,,,
33,1,4869,Oelwein Comm School District,2016,99,2,15,42,4,1,5,0,2,28
8,11,4878,Ogden Comm School District,2016,54,7,19,16,0,3,8,0,0,1
30,5,4890,Okoboji Comm School District,2016,58,3,18,17,0,4,11,0,3,2
53,10,4905,Olin Consolidated School District,2016,,,,,,,,,,
1,13,4978,Orient-Macksburg Comm School District,2016,15,0,0,8,1,0,6,0,0,0
66,7,4995,Osage Comm School District,2016,77,10,23,27,0,1,15,0,1,0
62,15,5013,Oskaloosa Comm School District,2016,160,36,30,57,1,7,22,0,6,1
90,15,5049,Ottumwa Comm School District,2016,277,29,29,117,0,5,28,0,8,61
39,11,5121,Panorama Comm School District,2016,52,4,13,21,0,4,7,0,0,3
37,5,5139,Paton-Churdan Comm School District,2016,8,0,2,4,0,0,2,0,0,0
50,11,5160,PCM Comm School District,2016,74,16,11,28,1,1,2,0,2,13
54,15,5163,Pekin Comm School District,2016,47,4,9,28,0,0,5,0,1,0
63,11,5166,Pella Comm School District,2016,188,33,74,51,0,3,15,0,4,8
25,11,5184,Perry Comm School District,2016,139,7,32,69,0,1,13,0,2,15
82,9,5250,Pleasant Valley Comm School District,2016,300,49,131,85,1,7,17,0,8,2
63,11,5256,Pleasantville Comm School District,2016,46,7,11,18,5,1,3,0,1,0
76,5,5283,Pocahontas Area Comm School District,2016,56,2,17,26,6,0,3,1,0,1
3,1,5310,Postville Comm School District,2016,48,2,8,26,0,0,8,2,2,0
94,5,5325,,2016,88,4,9,50,0,3,19,0,3,0
69,13,5463,Red Oak Comm School District,2016,88,3,22,28,0,2,24,0,3,6
75,12,5486,Remsen-Union Comm School District,2016,,,,,,,,,,
45,1,5508,Riceville Comm School District,2016,23,1,8,8,0,3,3,0,0,0
78,13,5510,Riverside Comm School District,2016,39,5,8,21,0,2,2,0,1,0
84,12,5607,Rock Valley Comm School District,2016,45,10,11,12,0,4,6,0,1,1
85,11,5643,Roland-Story Comm School District,2016,69,10,27,20,0,4,7,0,1,0
34,7,5697,Rudd-Rockford-Marble Rk Comm School District,2016,42,8,6,21,0,3,2,0,2,0
74,5,5724,Ruthven-Ayrshire Comm School District,2016,14,0,2,8,0,1,3,0,0,0
66,7,5751,St Ansgar Comm School District,2016,47,0,9,30,2,0,4,0,0,2
77,11,5805,Saydel Comm School District,2016,86,11,11,27,1,3,15,0,6,8
81,5,5823,Schaller-Crestland Comm School District,2016,,,,,,,,,,
24,12,5832,Schleswig Comm School District,2016,,,,,,,,,,
97,12,5877,Sergeant Bluff-Luton Comm School District,2016,121,22,46,39,0,0,3,0,10,1
93,15,5895,Seymour Comm School District,2016,21,0,2,13,0,2,2,0,0,2
17,7,5922,West Fork CSD,2016,49,7,3,28,0,0,4,0,2,5
71,12,5949,Sheldon Comm School District,2016,71,13,16,31,0,0,8,0,0,3
73,13,5976,Shenandoah Comm School District,2016,79,12,18,16,0,3,25,1,4,0
72,12,5994,Sibley-Ocheyedan Comm School District,2016,53,8,15,13,0,0,9,0,0,8
36,13,6003,Sidney Comm School District,2016,55,4,9,19,0,5,13,0,0,5
54,15,6012,Sigourney Comm School District,2016,38,2,11,11,0,3,5,0,3,3
84,12,6030,Sioux Center Comm School District,2016,68,14,22,20,0,0,12,0,0,0
11,5,6035,Sioux Central Comm School District,2016,44,6,7,18,0,2,4,0,1,6
97,12,6039,Sioux City Comm School District,2016,832,79,225,302,11,9,68,1,28,109
13,5,6091,South Central Calhoun Comm School District,2016,64,7,20,27,1,1,6,0,2,0
52,10,6093,Solon Comm School District,2016,94,19,39,15,3,0,2,0,2,14
91,11,6094,Southeast Warren Comm School District,2016,39,7,3,18,0,4,4,0,2,1
40,5,6095,South Hamilton Comm School District,2016,54,3,15,29,0,1,3,0,2,1
94,5,6096,Southeast Webster Grand Comm School District,2016,,,,,,,,,,
73,13,6097,South Page Comm School District,2016,5,1,1,2,0,0,0,0,1,0
86,7,6098,South Tama County,2016,100,7,14,41,1,1,24,0,4,8
71,12,6099,South O'Brien Comm School District,2016,44,2,19,18,0,1,3,0,1,0
96,1,6100,South Winneshiek Comm School District,2016,52,6,12,31,0,1,0,0,2,0
77,11,6101,Southeast Polk Comm School District,2016,463,54,127,164,2,16,48,0,6,46
21,5,6102,Spencer Comm School District,2016,122,11,43,33,0,0,11,0,4,20
30,5,6120,Spirit Lake Comm School District,2016,122,15,52,23,0,1,21,0,6,4
57,10,6138,Springville Comm School District,2016,30,7,10,9,1,1,0,0,2,0
69,13,6165,Stanton Comm School District,2016,23,2,8,7,0,0,5,0,1,0
33,1,6175,Starmont Comm School District,2016,47,4,11,19,3,1,7,0,2,0
11,5,6219,Storm Lake Comm School District,2016,131,12,22,55,0,5,34,3,0,0
40,5,6246,Stratford Comm School District,2016,,,,,,,,,,
39,11,6264,West Central Valley Comm School District,2016,60,7,8,26,1,2,12,0,3,1
9,7,6273,Sumner-Fredericksburg Comm School District,2016,62,11,13,30,0,0,5,0,3,0
16,10,6408,Tipton Comm School District,2016,64,10,19,11,0,1,18,0,1,4
78,13,6453,Treynor Comm School District,2016,63,4,35,19,0,0,2,0,2,1
78,13,6460,Tri-Center Comm School District,2016,55,8,18,17,0,1,10,0,1,0
54,15,6462,Tri-County Comm School District,2016,24,7,7,8,0,0,2,0,0,0
9,7,6471,Tripoli Comm School District,2016,26,3,6,9,1,0,5,0,2,0
96,1,6509,Turkey Valley Comm School District,2016,35,4,5,19,0,0,7,0,0,0
63,11,6512,Twin Cedars Comm School District,2016,29,2,5,12,0,1,4,0,0,5
46,5,6516,Twin Rivers Comm School District,2016,,,,,,,,,,
78,13,6534,Underwood Comm School District,2016,61,11,20,25,1,1,2,0,1,0
7,7,6536,Union Comm School District,2016,101,7,24,49,0,0,15,0,3,3
8,11,6561,United Comm School District,2016,,,,,,,,,,
77,11,6579,Urbandale Comm School District,2016,316,35,114,111,0,4,33,0,6,13
33,1,6591,Valley Comm School District,2016,,,,,,,,,,
89,15,6592,Van Buren Comm School District,2016,42,1,2,29,0,0,6,0,0,4
25,11,6615,Van Meter Comm School District,2016,46,12,12,10,0,0,11,0,1,0
69,13,6651,Villisca Comm School District,2016,,,,,,,,,,
6,10,6660,Vinton-Shellsburg Comm School District,2016,97,12,23,32,0,2,12,0,7,9
44,15,6700,Waco Comm School District,2016,29,2,7,12,0,2,4,0,1,1
81,5,6741,East Sac County Comm School District,2016,67,3,21,24,0,3,14,1,1,0
58,15,6759,Wapello Comm School District,2016,55,12,6,24,0,2,4,2,5,0
9,7,6762,Wapsie Valley Comm School District,2016,46,5,16,21,0,0,4,0,0,0
92,10,6768,Washington Comm School District,2016,122,11,32,45,0,3,15,0,3,12
7,7,6795,Waterloo Comm School District,2016,653,22,195,262,10,32,44,1,11,76
25,11,6822,Waukee Comm School District,2016,536,65,258,129,6,5,55,0,8,10
9,7,6840,Waverly-Shell Rock Comm School District,2016,155,52,40,44,1,4,9,0,4,1
93,15,6854,Wayne Comm School District,2016,34,4,6,12,0,3,7,0,1,1
40,5,6867,Webster City Comm School District,2016,138,8,19,67,1,0,33,1,8,1
74,5,6921,West Bend-Mallard Comm School District,2016,26,1,3,14,0,0,8,0,0,0
16,10,6930,West Branch Comm School District,2016,50,8,19,16,1,2,4,0,0,0
29,15,6937,West Burlington Ind School District,2016,63,8,8,36,0,2,7,0,2,0
33,1,6943,West Central Comm School District,2016,20,0,4,11,0,0,3,0,0,2
28,1,6950,West Delaware County Comm School District,2016,109,16,23,42,0,2,15,0,2,9
77,11,6957,West Des Moines Comm School District,2016,650,106,276,166,1,16,33,0,14,38
31,1,6961,Western Dubuque Comm School District,2016,312,45,92,92,1,1,23,0,4,54
43,13,6969,West Harrison Comm School District,2016,25,4,6,8,0,2,4,0,0,1
70,9,6975,West Liberty Comm School District,2016,84,4,33,28,0,2,10,1,5,1
60,12,6983,West Lyon Comm School District,2016,56,10,20,17,0,1,7,0,0,1
64,7,6985,West Marshall Comm School District,2016,60,4,17,30,0,2,6,0,1,0
67,12,6987,West Monona Comm School District,2016,39,5,5,16,1,1,8,0,3,0
84,12,6990,West Sioux Comm School District,2016,30,1,7,6,0,0,13,0,2,1
97,12,6992,Westwood Comm School District,2016,52,3,16,18,0,3,8,0,4,0
67,12,7002,Whiting Comm School District,2016,14,0,5,3,0,0,1,0,0,5
48,10,7029,Williamsburg Comm School District,2016,95,13,40,24,0,1,0,0,3,14
70,9,7038,Wilton Comm School District,2016,51,6,8,28,0,0,3,0,1,5
44,15,7047,Winfield-Mt Union Comm School District,2016,38,3,9,19,0,0,6,0,0,1
61,11,7056,Winterset Comm School District,2016,131,9,33,51,2,1,22,0,6,7
43,13,7092,Woodbine Comm School District,2016,22,2,4,13,0,1,2,0,0,0
97,12,7098,Woodbury Central Comm School District,2016,47,3,16,18,0,1,6,0,3,0
25,11,7110,Woodward-Granger Comm School District,2016,82,8,21,28,0,4,19,0,2,0
42,7,9,AGWSR,2017,43,7,9,14,0,1,4,0,1,7
39,11,18,Adair-Casey,2017,,,,,,,,,,
25,11,27,Adel DeSoto Minburn,2017,122,27,39,34,0,4,8,0,5,5
75,12,63,Akron Westfield,2017,40,1,14,17,0,2,6,0,0,0
11,5,72,Albert City-Truesdale,2017,,,,,,,,,,
68,15,81,Albia,2017,75,6,22,33,0,1,7,0,3,3
57,10,99,Alburnett,2017,46,2,14,22,0,0,8,0,0,0
42,7,108,Alden,2017,,,,,,,,,,
55,5,126,Algona,2017,101,6,34,43,0,2,12,0,4,0
3,1,135,Allamakee,2017,80,11,17,30,0,2,19,0,1,0
12,7,153,North Butler,2017,38,3,4,18,0,5,5,0,3,0
11,5,171,Alta,2017,48,13,15,10,0,0,3,0,2,5
85,11,225,Ames,2017,305,35,137,79,0,5,32,0,4,13
53,10,234,Anamosa,2017,103,17,17,37,0,1,12,0,7,12
49,9,243,Andrew,2017,,,,,,,,,,
77,11,261,Ankeny,2017,684,81,299,229,2,9,45,0,9,10
12,7,279,Aplington-Parkersburg,2017,70,7,19,29,0,2,5,0,1,7
32,5,333,North Union,2017,48,2,14,18,1,0,13,0,0,0
24,12,355,Ar-We-Va,2017,14,0,5,4,0,1,2,0,2,0
15,13,387,Atlantic,2017,112,10,40,27,0,3,23,1,5,3
5,11,414,Audubon,2017,29,8,8,10,0,0,3,0,0,0
18,12,423,Aurelia,2017,,,,,,,,,,
78,13,441,AHSTW,2017,69,5,26,20,1,0,15,0,2,0
85,11,472,Ballard,2017,135,9,40,35,0,3,4,0,0,44
47,12,504,Battle Creek-Ida Grove,2017,64,8,12,27,0,0,12,1,2,2
50,11,513,Baxter,2017,31,4,6,12,0,1,4,0,2,2
38,7,540,BCLUW,2017,49,3,11,24,0,2,7,0,1,1
87,13,549,Bedford,2017,24,0,8,12,0,0,2,0,0,2
6,10,576,Belle Plaine,2017,38,6,8,14,0,0,7,0,3,0
49,9,585,Bellevue,2017,45,13,8,16,0,1,5,0,2,0
99,7,594,Belmond-Klemme,2017,50,0,9,23,1,4,2,0,3,8
16,9,603,Bennett,2017,,,,,,,,,,
6,10,609,Benton,2017,107,14,37,42,0,0,14,0,0,0
82,9,621,Bettendorf,2017,347,45,108,106,1,18,31,1,18,19
90,15,657,Eddyville-Blakesburg-,2017,51,9,11,20,0,2,7,0,0,2
77,11,720,Bondurant-Farrar,2017,126,11,33,57,0,6,14,0,1,4
8,11,729,Boone,2017,190,20,39,64,0,3,27,1,8,28
84,12,747,Boyden-Hull,2017,44,11,13,7,1,0,8,0,4,0
41,7,819,West Hancock,2017,35,6,3,16,0,3,5,0,2,0
79,7,846,Brooklyn-Guernsey-Malcom,2017,40,5,5,20,0,1,0,0,4,5
95,7,873,North Iowa,2017,28,4,4,12,0,0,5,0,0,3
29,15,882,Burlington,2017,237,18,21,116,4,17,29,0,5,27
15,13,914,CAM,2017,86,9,13,38,2,2,22,0,0,0
35,7,916,CAL,2017,21,1,1,14,0,2,3,0,0,0
23,9,918,Calamus-Wheatland,2017,34,5,5,15,1,3,4,0,1,0
23,9,936,Camanche,2017,78,8,11,33,0,6,13,0,6,1
90,15,977,Cardinal,2017,49,3,4,26,0,0,9,0,0,7
91,11,981,Carlisle,2017,151,25,43,48,1,0,17,0,9,8
14,11,999,Carroll,2017,123,8,36,51,1,4,18,0,3,2
7,7,1044,Cedar Falls,2017,344,35,160,97,1,1,28,0,10,12
57,10,1053,Cedar Rapids,2017,"1,043",142,232,394,1,48,103,2,39,82
57,10,1062,Center Point-Urbana,2017,112,11,27,49,0,4,9,0,7,5
4,15,1071,Centerville,2017,94,6,10,45,0,3,2,0,2,26
56,15,1079,Central Lee,2017,89,0,18,42,0,0,20,0,8,1
22,1,1080,Central,2017,37,4,6,18,0,0,9,0,0,0
23,9,1082,Central DeWitt,2017,117,18,22,48,1,2,12,0,4,10
57,10,1089,Central City,2017,31,4,8,12,0,0,6,0,1,0
27,13,1093,Central Decatur,2017,43,6,4,21,1,3,8,0,0,0
60,12,1095,Central Lyon,2017,38,3,16,6,0,1,11,0,1,0
59,15,1107,Chariton,2017,81,13,8,43,0,6,9,0,2,0
34,7,1116,Charles City,2017,113,16,31,43,0,3,7,0,2,11
24,12,1134,Charter Oak-Ute,2017,,,,,,,,,,
18,12,1152,Cherokee,2017,73,10,12,37,0,1,8,0,4,1
73,13,1197,Clarinda,2017,77,0,41,14,0,1,14,0,3,4
99,5,1206,Clarion-Goldfield-Dows,2017,71,7,15,36,0,3,4,0,0,6
20,13,1211,Clarke,2017,95,0,34,28,0,7,19,0,4,3
12,7,1215,Clarksville,2017,20,2,3,6,0,1,5,0,0,3
21,5,1218,Clay Central-Everly,2017,21,1,5,11,2,0,1,0,1,0
52,10,1221,Clear Creek Amana,2017,132,9,28,52,0,4,26,0,8,5
17,7,1233,Clear Lake,2017,103,7,29,53,0,1,7,0,6,0
23,9,1278,Clinton,2017,192,15,29,83,2,15,42,0,6,0
50,11,1332,Colfax-Mingo,2017,40,7,9,12,1,1,9,0,1,0
57,10,1337,College,2017,370,51,127,114,2,10,19,0,12,35
85,11,1350,Collins-Maxwell,2017,36,3,6,9,0,2,0,0,1,15
85,11,1359,Colo-NESCO,2017,30,6,4,10,0,0,6,0,0,4
58,9,1368,Columbus,2017,51,2,7,29,1,3,6,0,1,2
