County,AEA,District,District.Name,Graduation.Year,Diploma.Count,Private.4-Year.College,Public.4-Year.College,Private.2-Year.College,Community.College,Other.Training,Employment,Homemaker,Military,Unknown
97,12,7098,Woodbury Central,2013,54,6,9,23,0,2,5,0,9,0
25,11,7110,Woodward-Granger,2013,44,5,6,21,1,1,2,0,1,7
42,7,0009,AGWSR,2014,44,6,13,24,0,0,1,0,0,0
39,11,0018,Adair-Casey,2014,19,3,3,8,0,1,3,0,1,0
25,11,0027,Adel DeSoto Minburn,2014,116,19,34,36,1,4,13,0,8,1
75,12,0063,Akron Westfield,2014,36,5,13,14,0,0,3,0,1,0
11,5,0072,Albert City-Truesdale,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
68,15,0081,Albia,2014,87,6,21,44,0,3,3,0,5,5
57,10,0099,Alburnett,2014,62,6,16,27,0,0,9,0,4,0
42,7,0108,Alden,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
55,5,0126,Algona,2014,96,18,17,46,0,1,11,0,2,1
3,1,0135,Allamakee,2014,93,9,17,45,0,1,18,0,2,1
12,7,0153,North Butler,2014,44,9,7,20,0,3,4,0,1,0
11,5,0171,Alta,2014,51,10,25,12,0,0,4,0,0,0
85,11,0225,Ames,2014,300,54,157,54,4,3,20,0,8,0
53,10,0234,Anamosa,2014,88,17,9,35,0,2,17,0,3,5
49,9,0243,Andrew,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
77,11,0261,Ankeny,2014,596,70,256,155,4,14,50,0,12,35
12,7,0279,Aplington-Parkersburg,2014,56,9,6,14,0,0,1,0,0,26
32,5,0333,North Union,2014,45,4,10,28,0,0,2,0,1,0
24,12,0355,Ar-We-Va,2014,14,1,2,9,0,0,2,0,0,0
15,13,0387,Atlantic,2014,116,3,25,40,0,10,27,0,7,4
5,11,0414,Audubon,2014,44,8,10,15,1,3,6,0,1,0
18,12,0423,Aurelia,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
78,13,0441,A-H-S-T,2014,39,7,8,15,0,0,7,0,1,1
85,11,0472,Ballard,2014,131,19,47,41,0,0,17,0,7,0
47,12,0504,Battle Creek-Ida Grove,2014,79,4,26,35,0,1,8,0,2,3
50,11,0513,Baxter,2014,29,5,4,10,0,2,2,0,4,2
38,7,0540,BCLUW,2014,39,1,13,18,0,1,2,0,1,3
87,13,0549,Bedford,2014,33,5,10,8,0,2,2,0,1,5
6,10,0576,Belle Plaine,2014,27,8,2,11,0,0,4,0,2,0
49,9,0585,Bellevue,2014,59,10,9,29,0,2,7,0,2,0
99,7,0594,Belmond-Klemme,2014,49,1,6,23,1,2,8,0,4,4
16,9,0603,Bennett,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,10,0609,Benton,2014,117,21,30,55,1,0,8,0,2,0
82,9,0621,Bettendorf,2014,320,42,103,120,1,3,13,0,10,28
90,15,0657,Eddyville-Blakesburg-,2014,66,4,25,20,0,1,4,0,1,11
77,11,0720,Bondurant-Farrar,2014,91,22,25,30,0,1,12,0,1,0
8,11,0729,Boone,2014,184,17,47,75,4,3,20,0,2,16
84,12,0747,Boyden-Hull,2014,53,9,6,21,0,0,14,0,2,1
41,7,0819,West Hancock,2014,35,6,7,14,0,0,6,0,2,0
79,7,0846,Brooklyn-Guernsey-Malcom,2014,38,6,7,23,0,0,2,0,0,0
95,7,0873,North Iowa,2014,33,4,11,13,0,1,3,0,1,0
29,15,0882,Burlington,2014,244,12,52,112,0,12,28,0,8,20
15,13,0914,CAM,2014,52,4,10,24,1,0,12,0,0,1
35,7,0916,CAL,2014,18,1,1,12,0,2,2,0,0,0
23,9,0918,Calamus-Wheatland,2014,36,3,8,18,0,0,4,0,1,2
23,9,0936,Camanche,2014,74,12,7,27,1,16,8,0,2,1
90,15,0977,Cardinal,2014,57,0,6,29,0,0,12,0,1,9
91,11,0981,Carlisle,2014,157,31,36,64,0,3,6,0,14,3
14,11,0999,Carroll,2014,109,17,26,45,1,3,14,0,3,0
7,7,1044,Cedar Falls,2014,333,18,161,106,0,2,28,0,8,10
57,10,1053,Cedar Rapids,2014,1062,130,301,405,0,30,87,1,43,65
57,10,1062,Center Point-Urbana,2014,81,14,30,26,0,2,6,0,2,1
4,15,1071,Centerville,2014,90,2,15,50,2,2,2,0,1,16
56,15,1079,Central Lee,2014,75,4,16,28,1,0,2,0,6,18
22,1,1080,Central,2014,35,3,13,7,0,1,10,0,1,0
23,9,1082,Central DeWitt,2014,107,15,27,36,0,3,8,0,4,14
57,10,1089,Central City,2014,40,8,17,11,0,0,4,0,0,0
27,13,1093,Central Decatur,2014,58,8,6,25,1,6,9,0,3,0
60,12,1095,Central Lyon,2014,36,4,12,11,0,0,8,0,1,0
59,15,1107,Chariton,2014,102,8,14,50,0,6,13,0,8,3
34,7,1116,Charles City,2014,112,10,21,54,1,2,13,0,3,8
24,12,1134,Charter Oak-Ute,2014,20,3,7,9,0,0,1,0,0,0
18,12,1152,Cherokee,2014,67,8,18,23,0,0,8,1,7,2
73,13,1197,Clarinda,2014,76,8,16,35,0,2,12,0,1,2
99,5,1206,Clarion-Goldfield-Dows,2014,68,4,12,36,0,4,9,0,3,0
20,13,1211,Clarke,2014,69,13,8,29,0,2,9,0,4,4
12,7,1215,Clarksville,2014,17,3,3,10,0,0,1,0,0,0
21,5,1218,Clay Central-Everly,2014,24,1,4,14,0,0,5,0,0,0
52,10,1221,Clear Creek Amana,2014,130,22,45,40,7,0,15,0,0,1
17,7,1233,Clear Lake,2014,112,9,30,61,0,1,9,0,2,0
23,9,1278,Clinton,2014,216,25,40,98,9,6,29,0,9,0
50,11,1332,Colfax-Mingo,2014,42,5,10,16,0,1,9,0,1,0
57,10,1337,College,2014,330,41,90,153,0,8,8,0,14,16
85,11,1350,Collins-Maxwell,2014,35,4,8,20,0,3,0,0,0,0
85,11,1359,Colo-NESCO School,2014,35,3,7,12,3,0,4,0,2,4
58,9,1368,Columbus,2014,57,1,16,26,1,2,5,0,2,4
14,11,1413,Coon Rapids-Bayard,2014,30,5,8,11,0,0,6,0,0,0
2,13,1431,Corning,2014,55,3,15,20,1,5,6,0,2,3
41,7,1449,Corwith-Wesley,2014,13,1,5,5,0,1,0,0,1,0
78,13,1476,Council Bluffs,2014,606,57,101,259,7,11,78,4,22,67
88,13,1503,Creston,2014,118,9,17,63,1,0,28,0,0,0
25,11,1576,Dallas Center-Grimes,2014,168,26,64,51,0,1,23,0,3,0
29,15,1602,Danville,2014,52,6,5,39,0,0,2,0,0,0
82,9,1611,Davenport,2014,956,95,198,373,10,35,64,1,35,145
26,15,1619,Davis County,2014,80,7,14,43,0,6,4,0,5,1
96,1,1638,Decorah Community,2014,146,49,39,34,2,0,19,0,1,2
23,9,1675,Delwood,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24,12,1701,Denison,2014,194,10,67,70,1,5,30,0,1,10
9,7,1719,Denver,2014,42,10,19,10,0,0,3,0,0,0
77,11,1737,Des Moines Independent,2014,1739,186,433,546,12,51,122,4,28,357
80,13,1782,Diagonal,2014,9,1,0,5,0,0,3,0,0,0
38,7,1791,Dike-New Hartford,2014,49,3,20,21,0,2,2,0,1,0
31,1,1863,Dubuque,2014,758,137,182,263,5,31,112,1,19,8
7,7,1908,Dunkerton,2014,30,0,10,12,1,0,5,0,0,2
43,13,1917,Boyer Valley,2014,33,6,10,15,0,0,2,0,0,0
16,9,1926,Durant,2014,49,6,19,16,1,0,6,0,1,0
99,5,1944,Eagle Grove,2014,51,5,6,30,2,0,5,0,3,0
61,11,1953,Earlham,2014,47,9,9,20,0,0,7,0,2,0
10,7,1963,East Buchanan,2014,32,6,11,12,0,0,3,0,0,0
49,9,1965,Easton Valley,2014,43,2,5,20,1,1,10,1,3,0
64,7,1968,East Marshall,2014,62,13,14,21,0,1,6,0,3,4
88,13,1970,East Union,2014,21,1,1,12,0,2,2,0,3,0
3,1,1972,Eastern Allamakee,2014,31,2,3,19,0,1,4,0,1,1
97,12,1975,River Valley,2014,22,3,7,7,1,0,4,0,0,0
28,1,1989,Edgewood-Colesburg,2014,42,5,11,0,11,4,10,0,0,1
42,7,2007,Eldora-New Providence,2014,68,13,17,23,0,1,6,0,6,2
74,5,2088,Emmetsburg,2014,45,6,6,27,0,1,5,0,0,0
48,10,2097,English Valleys,2014,39,4,4,19,0,0,8,0,1,3
73,13,2113,Essex,2014,12,2,1,5,0,1,2,0,1,0
32,5,2124,Estherville Lincoln,2014,74,4,6,47,0,0,11,0,1,5
83,11,2151,Exira-Elk Horn-,2014,34,6,3,20,0,0,2,0,0,3
51,15,2169,Fairfield,2014,104,9,17,32,0,5,19,1,2,19
36,13,2205,Farragut,2014,23,5,4,5,0,2,7,0,0,0
95,7,2295,Forest City,2014,89,22,18,30,0,0,14,0,2,3
94,5,2313,Fort Dodge,2014,222,8,29,145,1,2,20,0,6,11
56,15,2322,Fort Madison,2014,128,12,15,51,0,2,30,3,8,7
36,13,2369,Fremont-Mills,2014,41,2,16,18,0,1,4,0,0,0
47,12,2376,Galva-Holstein,2014,59,10,16,23,0,0,7,0,3,0
41,7,2403,Garner-Hayfield,2014,90,5,22,42,1,3,14,1,1,1
60,12,2457,George-Little Rock,2014,28,3,5,15,0,0,4,0,1,0
85,11,2466,Gilbert,2014,104,20,53,23,0,1,6,0,0,1
46,5,2493,Gilmore City-Bradgate,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
38,7,2502,Gladbrook-Reinbeck,2014,44,5,19,16,0,2,0,0,1,1
65,13,2511,Glenwood,2014,160,9,43,38,0,4,10,0,1,55
14,11,2520,Glidden-Ralston,2014,25,3,6,13,0,0,2,0,1,0
74,5,2556,Graettinger-Terril,2014,18,1,2,10,0,0,3,0,1,1
1,13,2673,Nodaway Valley,2014,48,6,7,22,0,2,10,1,0,0
86,7,2682,GMG,2014,35,3,8,18,0,0,2,0,3,1
79,7,2709,Grinnell-Newburg,2014,116,29,22,39,0,2,12,0,1,11
15,13,2718,Griswold,2014,48,9,15,13,0,1,7,0,2,1
38,7,2727,Grundy Center,2014,47,4,9,20,0,1,2,0,1,10
39,11,2754,Guthrie Center,2014,33,5,7,11,0,1,7,0,1,1
22,1,2763,Clayton Ridge,2014,60,16,21,13,0,0,9,0,1,0
48,10,2766,H-L-V,2014,22,4,5,10,0,0,1,0,2,0
36,13,2772,Hamburg,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
35,7,2781,Hampton-Dumont,2014,84,1,31,40,0,3,7,0,2,0
83,13,2826,Harlan,2014,106,11,36,41,0,5,10,0,2,1
89,15,2834,Harmony,2014,20,0,3,10,0,0,2,0,2,3
30,5,2846,Harris-Lake Park,2014,14,1,4,3,0,6,0,0,0,0
71,12,2862,Hartley-Melvin-Sanborn,2014,55,6,13,25,0,0,6,0,4,1
92,10,2977,Highland,2014,58,11,9,27,0,0,8,0,2,1
75,12,2988,Hinton,2014,52,11,14,24,0,1,1,0,1,0
45,1,3029,Howard-Winneshiek,2014,84,10,29,38,0,1,5,0,1,0
42,7,3033,Hubbard-Radcliffe,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7,7,3042,Hudson,2014,57,8,35,7,0,4,3,0,0,0
46,5,3060,Humboldt,2014,118,10,27,67,0,4,8,0,2,0
10,7,3105,Independence,2014,94,5,22,36,1,0,24,2,0,4
91,11,3114,Indianola,2014,258,41,72,87,5,6,25,0,10,12
61,11,3119,Interstate 35,2014,67,14,11,21,0,4,9,0,4,4
52,10,3141,Iowa City,2014,870,122,304,277,3,16,56,0,21,71
42,7,3150,Iowa Falls,2014,93,13,15,36,0,1,16,1,8,3
48,10,3154,Iowa Valley,2014,47,10,10,18,1,1,6,1,0,0
24,13,3168,IKM-Manning,2014,58,11,16,26,0,2,0,0,2,1
9,7,3186,Janesville Consolidated,2014,33,8,5,9,1,0,0,0,4,6
37,5,3195,Greene County,2014,83,8,30,29,0,3,13,0,0,0
10,7,3204,Jesup,2014,44,2,12,23,0,0,6,0,0,1
77,11,3231,Johnston,2014,489,73,205,127,1,4,23,0,11,45
56,15,3312,Keokuk,2014,145,14,17,50,1,11,27,0,5,20
54,15,3330,Keota,2014,23,0,6,14,1,1,1,0,0,0
75,12,3348,Kingsley-Pierson,2014,17,1,3,11,0,0,1,0,1,0
63,11,3375,Knoxville,2014,123,14,15,69,1,4,9,0,0,11
95,7,3420,Lake Mills,2014,50,6,14,21,1,1,0,0,2,5
27,13,3465,Lamoni,2014,34,18,3,6,1,0,3,1,1,1
76,5,3537,Laurens-Marathon,2014,18,4,2,10,0,0,1,0,0,1
97,12,3555,Lawton-Bronson,2014,37,4,13,11,0,1,1,0,7,0
75,12,3600,Le Mars,2014,183,26,71,50,0,2,30,0,3,1
87,13,3609,Lenox,2014,38,8,6,16,1,0,3,0,0,4
78,13,3645,Lewis Central,2014,208,15,77,82,1,8,14,0,7,4
16,10,3691,North Cedar,2014,68,10,13,25,1,1,11,0,5,2
57,10,3715,Linn-Mar,2014,493,80,208,133,1,7,19,0,9,36
57,10,3744,Lisbon,2014,50,9,15,17,1,0,8,0,0,0
43,13,3798,Logan-Magnolia,2014,38,7,12,14,0,0,1,0,4,0
52,10,3816,Lone Tree,2014,40,2,11,21,1,1,4,0,0,0
58,9,3841,Louisa-Muscatine,2014,63,11,6,30,3,0,12,0,0,1
55,5,3897,LuVerne,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
50,11,3906,Lynnville-Sully,2014,33,10,5,10,0,1,4,0,1,2
8,11,3942,Madrid,2014,47,3,11,26,0,2,3,0,2,0
65,13,3978,East Mills,2014,32,6,5,15,0,0,2,0,4,0
13,5,4023,Manson Northwest Webster,2014,43,3,9,22,0,3,4,0,1,1
67,12,4033,Maple Valley-Anthon Oto,2014,47,8,8,27,0,0,1,0,3,0
49,9,4041,Maquoketa,2014,116,7,23,40,0,2,29,0,5,10
28,1,4043,Maquoketa Valley,2014,42,8,7,17,1,0,8,0,1,0
18,12,4068,Marcus-Meriden-Cleghorn,2014,36,5,16,12,2,0,1,0,0,0
57,10,4086,Marion Independent,2014,147,21,39,57,1,1,16,0,2,10
64,7,4104,Marshalltown,2014,305,10,43,150,0,1,27,0,6,68
91,11,4122,Martensdale-St Marys,2014,41,4,10,19,0,2,3,0,3,0
17,7,4131,Mason City,2014,228,16,44,111,3,4,6,1,4,39
84,12,4149,MOC-Floyd Valley,2014,92,23,25,22,1,0,13,0,7,1
29,15,4203,Mediapolis,2014,67,8,21,29,0,1,4,0,4,0
63,11,4212,Melcher-Dallas,2014,24,2,3,10,0,1,5,0,3,0
53,10,4269,Midland,2014,36,3,3,18,1,1,6,0,3,1
92,10,4271,Mid-Prairie,2014,81,10,18,35,1,4,12,0,1,0
43,13,4356,Missouri Valley,2014,59,6,22,19,0,3,1,1,4,3
22,1,4419,MFL MarMac,2014,52,4,11,18,0,4,7,0,4,4
79,7,4437,Montezuma,2014,38,9,7,17,0,2,2,0,0,1
53,10,4446,Monticello,2014,81,11,27,27,2,1,5,0,2,6
4,15,4491,Moravia,2014,18,1,1,11,0,1,2,0,1,1
93,13,4505,Mormon Trail,2014,17,0,1,11,0,0,4,0,1,0
58,15,4509,Morning Sun,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,15,4518,Moulton-Udell,2014,11,1,1,3,0,1,4,0,1,0
80,13,4527,Mount Ayr,2014,39,3,5,15,0,2,14,0,0,0
44,15,4536,Mount Pleasant,2014,157,17,53,52,0,3,17,0,10,5
57,10,4554,Mount Vernon,2014,73,24,21,22,0,0,5,0,1,0
20,13,4572,Murray,2014,33,5,3,16,1,2,2,0,0,4
70,9,4581,Muscatine,2014,328,23,93,121,4,5,12,0,13,57
19,7,4599,Nashua-Plainfield,2014,45,6,15,16,0,1,4,0,3,0
85,11,4617,Nevada,2014,96,9,29,30,0,4,18,1,1,4
11,5,4644,Newell-Fonda,2014,30,8,10,8,0,0,2,0,1,1
19,1,4662,New Hampton,2014,82,1,28,27,9,2,3,0,3,9
44,15,4689,New London,2014,37,4,5,18,0,0,3,0,1,6
50,11,4725,Newton,2014,201,25,43,90,1,1,25,2,5,9
98,7,4772,Central Springs,2014,53,3,5,38,0,0,4,0,3,0
23,9,4773,Northeast,2014,76,11,8,41,0,3,12,0,1,0
33,1,4774,North Fayette,2014,93,16,29,36,0,2,7,0,1,2
40,5,4775,Northeast Hamilton,2014,14,1,2,5,0,0,3,0,1,2
62,15,4776,North Mahaska,2014,39,7,9,14,0,2,6,0,1,0
57,10,4777,North Linn,2014,46,7,12,20,0,3,3,0,0,1
55,5,4778,North Kossuth,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
77,11,4779,North Polk,2014,85,7,28,40,0,3,5,0,2,0
82,9,4784,North Scott,2014,247,33,80,94,1,7,20,0,7,5
86,7,4785,North Tama County,2014,41,7,8,19,0,0,2,0,0,5
96,1,4787,North Winneshiek,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
98,7,4788,Northwood-Kensett,2014,31,1,4,21,0,1,1,0,3,0
91,11,4797,Norwalk,2014,162,41,46,56,0,3,7,0,2,7
81,5,4860,Odebolt-Arthur,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33,1,4869,Oelwein,2014,102,6,12,47,1,4,11,0,7,14
8,11,4878,Ogden,2014,64,6,15,33,3,0,3,0,3,1
30,5,4890,Okoboji,2014,62,8,19,21,1,0,5,0,6,2
53,10,4905,Olin Consolidated,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,13,4978,Orient-Macksburg,2014,9,0,1,6,0,0,2,0,0,0
66,7,4995,Osage,2014,67,3,28,22,0,0,4,7,3,0
62,15,5013,Oskaloosa,2014,160,47,36,44,0,1,26,0,6,0
90,15,5049,Ottumwa,2014,298,17,48,135,1,3,45,2,10,37
39,11,5121,Panorama,2014,54,12,20,15,0,2,1,0,0,4
37,5,5139,Paton-Churdan,2014,15,4,2,8,0,0,1,0,0,0
50,11,5160,PCM,2014,78,15,16,20,0,5,14,0,6,2
54,15,5163,Pekin,2014,50,1,2,43,0,1,1,0,1,1
63,11,5166,Pella,2014,135,39,42,34,2,2,9,0,3,4
25,11,5184,Perry,2014,127,7,29,44,0,3,22,0,3,19
82,9,5250,Pleasant Valley,2014,308,46,139,79,0,7,28,0,7,2
63,11,5256,Pleasantville,2014,33,10,7,10,0,3,3,0,0,0
76,5,5283,Pocahontas Area,2014,38,2,13,16,0,0,3,0,3,1
3,1,5310,Postville,2014,43,2,11,19,0,0,11,0,0,0
94,5,5325,Prairie Valley,2014,78,2,12,43,0,3,14,0,3,1
2,13,5328,Prescott,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
69,13,5463,Red Oak,2014,73,11,17,18,0,7,7,0,2,11
75,12,5486,Remsen-Union,2014,25,2,5,10,0,0,2,0,0,6
45,1,5508,Riceville,2014,26,2,7,12,0,0,3,0,1,1
78,13,5510,Riverside,2014,47,8,12,17,1,2,3,0,4,0
84,12,5607,Rock Valley,2014,55,6,7,27,0,2,6,0,0,7
85,11,5643,Roland-Story,2014,72,7,25,27,0,0,9,0,1,3
34,7,5697,Rudd-Rockford-Marble Rk,2014,38,2,10,14,0,2,8,0,2,0
74,5,5724,Ruthven-Ayrshire,2014,19,0,3,13,0,0,3,0,0,0
66,7,5751,St Ansgar,2014,54,4,17,27,0,1,3,0,0,2
77,11,5805,Saydel,2014,109,10,15,50,1,5,11,1,2,14
81,5,5823,Schaller-Crestland,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24,12,5832,Schleswig,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
97,12,5877,Sergeant Bluff-Luton,2014,112,13,49,36,1,2,7,0,3,1
93,15,5895,Seymour,2014,10,0,2,6,0,0,2,0,0,0
17,7,5922,West Fork CSD,2014,65,7,11,34,1,0,12,0,0,0
71,12,5949,Sheldon,2014,73,11,25,19,0,0,13,0,4,1
73,13,5976,Shenandoah,2014,76,15,13,16,1,3,19,1,4,4
72,12,5994,Sibley-Ocheyedan,2014,47,2,16,19,0,0,4,0,0,6
36,13,6003,Sidney,2014,24,2,4,9,0,1,6,0,2,0
54,15,6012,Sigourney,2014,46,7,2,27,1,2,4,1,2,0
84,12,6030,Sioux Center,2014,69,27,22,8,1,2,5,1,3,0
11,5,6035,Sioux Central,2014,46,9,8,22,0,1,0,0,1,5
97,12,6039,Sioux City,2014,871,124,194,329,8,16,98,0,28,74
13,5,6091,South Central Calhoun,2014,72,11,17,31,0,2,6,0,5,0
52,10,6093,Solon,2014,106,15,56,21,0,0,1,0,1,12
91,11,6094,Southeast Warren,2014,30,6,8,10,0,2,3,0,0,1
40,5,6095,South Hamilton,2014,57,3,24,19,1,1,9,0,0,0
94,5,6096,Southeast Webster Grand,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73,13,6097,South Page,2014,13,1,2,6,0,0,3,0,1,0
86,7,6098,South Tama County,2014,107,6,21,41,1,7,23,0,8,0
71,12,6099,South O'Brien,2014,45,5,18,18,0,0,2,0,0,2
96,1,6100,South Winneshiek,2014,49,15,8,22,0,0,4,0,0,0
77,11,6101,Southeast Polk,2014,462,55,140,170,1,5,41,1,15,34
21,5,6102,Spencer,2014,138,20,51,46,0,0,7,0,5,9
30,5,6120,Spirit Lake,2014,96,7,42,30,0,0,11,0,2,4
57,10,6138,Springville,2014,27,3,7,13,0,0,4,0,0,0
69,13,6165,Stanton,2014,15,2,3,7,0,1,1,0,0,1
33,1,6175,Starmont,2014,42,2,20,12,0,0,6,0,2,0
11,5,6219,Storm Lake,2014,153,18,36,39,0,3,55,2,0,0
40,5,6246,Stratford,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39,11,6264,West Central Valley,2014,66,10,9,22,0,3,15,0,6,1
9,7,6273,Sumner-Fredericksburg,2014,56,8,9,29,0,1,7,0,2,0
16,10,6408,Tipton,2014,54,6,10,18,0,7,9,0,2,2
78,13,6453,Treynor,2014,47,7,22,14,0,1,2,0,1,0
78,13,6460,Tri-Center,2014,46,4,22,8,0,0,8,0,2,2
54,15,6462,Tri-County,2014,11,1,1,7,0,0,2,0,0,0
9,7,6471,Tripoli,2014,28,3,4,15,0,0,5,0,1,0
96,1,6509,Turkey Valley,2014,49,6,13,23,1,0,6,0,0,0
63,11,6512,Twin Cedars,2014,21,0,1,12,1,0,5,0,2,0
46,5,6516,Twin Rivers,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
78,13,6534,Underwood,2014,39,3,15,16,0,1,2,0,2,0
7,7,6536,Union,2014,92,14,22,42,0,0,8,0,3,3
8,11,6561,United,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
77,11,6579,Urbandale,2014,297,45,80,115,0,11,27,0,2,17
33,1,6591,Valley,2014,2,0,0,0,0,0,0,0,0,2
89,15,6592,Van Buren,2014,39,6,14,14,1,1,1,0,1,1
25,11,6615,Van Meter,2014,54,14,21,8,1,0,10,0,0,0
17,7,6633,Ventura,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
69,13,6651,Villisca,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,10,6660,Vinton-Shellsburg,2014,91,14,19,35,0,2,14,0,4,3
44,15,6700,Waco,2014,36,4,8,10,0,1,7,0,2,4
81,5,6741,East Sac County,2014,76,8,21,25,1,1,17,1,2,0
78,13,6750,Walnut,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
58,15,6759,Wapello,2014,56,4,4,31,2,2,9,0,3,1
9,7,6762,Wapsie Valley,2014,38,5,11,16,0,0,1,0,2,3
92,10,6768,Washington,2014,120,8,44,42,1,3,8,0,3,11
7,7,6795,Waterloo,2014,682,29,219,225,4,12,40,0,25,128
25,11,6822,Waukee,2014,437,63,205,92,3,3,63,0,8,0
9,7,6840,Waverly-Shell Rock,2014,143,25,47,46,0,4,16,0,2,3
93,15,6854,Wayne,2014,36,4,5,18,0,4,5,0,0,0
40,5,6867,Webster City,2014,127,3,28,56,0,3,30,0,6,1
74,5,6921,West Bend-Mallard,2014,24,0,3,14,0,0,5,0,1,1
16,10,6930,West Branch,2014,62,5,20,28,0,0,6,0,3,0
29,15,6937,West Burlington Ind,2014,62,13,10,32,0,2,4,0,1,0
33,1,6943,West Central,2014,13,3,5,3,0,0,1,0,0,1
28,1,6950,West Delaware County,2014,117,29,42,30,0,0,8,0,1,7
77,11,6957,West Des Moines,2014,677,92,308,188,1,3,36,0,14,35
31,1,6961,Western Dubuque,2014,269,45,95,74,1,2,10,1,4,37
43,13,6969,West Harrison,2014,33,8,6,10,0,0,7,0,2,0
70,9,6975,West Liberty,2014,60,5,18,25,0,6,5,0,1,0
60,12,6983,West Lyon,2014,54,6,17,22,0,1,6,0,2,0
64,7,6985,West Marshall,2014,54,2,10,33,0,0,9,0,0,0
67,12,6987,West Monona,2014,46,4,10,26,0,0,4,0,0,2
84,12,6990,West Sioux,2014,37,5,11,16,0,0,4,0,1,0
97,12,6992,Westwood,2014,39,6,6,15,0,1,6,0,4,1
67,12,7002,Whiting,2014,10,0,2,6,0,0,0,0,0,2
48,10,7029,Williamsburg,2014,99,19,25,35,0,1,2,0,1,16
70,9,7038,Wilton,2014,45,4,11,22,0,0,7,0,1,0
44,15,7047,Winfield-Mt Union,2014,37,5,7,16,1,0,4,0,3,1
61,11,7056,Winterset,2014,144,12,40,45,0,9,15,0,9,14
43,13,7092,Woodbine,2014,27,2,6,14,0,2,2,0,1,0
97,12,7098,Woodbury Central,2014,40,8,16,15,0,0,1,0,0,0
25,11,7110,Woodward-Granger,2014,54,3,22,19,0,1,3,0,2,4
42,7,9,AGWSR,2015,33,5,6,18,0,1,1,0,0,2
39,11,18,Adair-Casey,2015,27,3,5,13,0,1,3,0,2,0
25,11,27,Adel DeSoto Minburn,2015,110,10,50,27,0,1,10,0,10,2
75,12,63,Akron Westfield,2015,35,5,15,6,5,0,3,0,1,0
11,5,72,Albert City-Truesdale,2015,,,,,,,,,,
68,15,81,Albia,2015,90,5,14,53,0,1,7,0,1,9
57,10,99,Alburnett,2015,46,9,5,27,0,0,5,0,0,0
42,7,108,Alden,2015,,,,,,,,,,
55,5,126,Algona,2015,116,16,25,54,0,2,13,1,0,5
3,1,135,Allamakee,2015,101,11,26,45,1,0,17,0,0,1
12,7,153,North Butler,2015,49,2,11,27,0,2,7,0,0,0
11,5,171,Alta,2015,50,11,12,23,0,0,0,0,1,3
85,11,225,Ames,2015,281,36,159,48,1,5,29,2,0,1
53,10,234,Anamosa,2015,91,12,24,36,0,1,6,0,5,7
49,9,243,Andrew,2015,,,,,,,,,,
77,11,261,Ankeny,2015,632,80,283,174,2,21,39,0,16,17
12,7,279,Aplington-Parkersburg,2015,73,7,26,23,2,0,6,1,3,5
32,5,333,North Union,2015,39,2,14,14,0,1,5,0,2,1
24,12,355,Ar-We-Va,2015,12,0,5,5,0,1,1,0,0,0
15,13,387,Atlantic,2015,82,10,18,23,0,0,20,0,5,6
5,11,414,Audubon,2015,55,7,16,30,0,0,1,0,1,0
18,12,423,Aurelia,2015,,,,,,,,,,
78,13,441,A-H-S-T,2015,64,2,14,26,0,0,20,0,2,0
